,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ルクスマーベリック,セ5,58.0,松本,大和田,450(-6),美浦,2021104105,1191,エピファネイア,サトノアイリ,ステイゴールド,-0.1534615933358422,11,-0.7985598635130041,11,,
1,2,2,ジュウオウ,牡5,58.0,丸山,秋山,546(+6),栗東,2021110162,1127,Justify,Coral Coast,So You Think,0.00892122485323492,9,-0.7077164424408001,9,,
2,2,3,サンライズジュピタ,牡4,58.0,小崎,石坂,518(0),栗東,2022103307,1152,ディスクリートキャット,ラブリーアリュール,ゴールドアリュール,-0.08291196614222889,10,-0.7590915899535818,10,,
3,3,4,アースミューズ,牝4,55.0,☆長浜,粕谷,450(-2),美浦,2022105909,1214,フリオーソ,アースヴィグラス,サウスヴィグラス,1.1850617971089217,3,-0.04973652537151154,3,,
4,3,5,スターチスブーケ,牝5,56.0,菊沢,田中勝,510(+4),美浦,2021110075,1161,Practical Joke,Sovereign Halo,Haynesfield,0.3686248923010142,7,-0.506483873086534,7,,
5,4,6,アルマーレシチー,セ5,54.0,★河原田,上原博,528(-12),美浦,2021100675,1204,ロジャーバローズ,アルポルト,ルーラーシップ,1.7617985737468715,2,0.2729130162009305,2,,
6,4,7,ゼットスパンキー,牡5,55.0,▲森田,宮,470(0),栗東,2021107255,1222,ディスクリートキャット,ゼットガガ,バゴ,0.8563439418916344,4,-0.23363439626992727,4,,
7,5,8,ソードマスター,牡4,58.0,丸田,斎藤誠,470(+2),美浦,2022105415,1117,エピファネイア,デアリングエッジ,キングカメハメハ,-0.23193307110711628,12,-0.8424599360504412,12,,
8,5,9,シャインミラカナ,牡4,58.0,亀田,北出,470(-4),栗東,2022104411,1176,アルアイン,プリンセスカナ,ワイルドラッシュ,-0.23602019213537992,13,-0.8447464344662483,13,,
9,6,10,トッレブランカ,牡4,58.0,小沢,今野,472(+7),栗東,2022100088,1185,ドレフォン,サチノスイーティー,カリスタグローリ,0.5033314228978603,6,-0.43112367046992384,6,,
10,6,11,ミルミナーヴァ,牝5,56.0,富田,橋田,484(0),栗東,2021106332,1168,ヘニーヒューズ,ランミネルバ,アグネスタキオン,0.6011553875099616,5,-0.3763970454038288,5,,
11,7,12,ピコテンダー,牝4,53.0,△舟山,上原佑,482(0),美浦,2022110132,1221,Justify,Lightstream,Harlan's Holiday,2.485705947168474,1,0.677895655832415,1,,
12,7,13,リッチハンター,牡6,55.0,▲石田,本間,500(0),美浦,2020100555,1203,ホッコータルマエ,トモトモリバー,ブラックタイド,0.20159042514296313,8,-0.5999296120066555,8,,
13,8,14,ジーティームッシュ,牡4,55.0,▲小林美,西村,434(+6),栗東,2022105215,1206,ブリックスアンドモルタル,アプリコットフィズ,ジャングルポケット,-0.8389623410451442,15,-1.1820563058333757,15,,
14,8,15,ナンヨークリスタル,セ6,55.0,▲和田陽,松永幹,496(-2),栗東,2020103513,1223,ロードカナロア,ナンヨーカノン,フジキセキ,-0.26976217911456846,14,-0.8636230469376128,14,,
