,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,デアトゥバトル,牡3,57.0,松若,水野,456(+6),美浦,2023106140,1154,インディチャンプ,アルマカーテナ,リアルインパクト,1.8499088725371813,2,0.1829305178978431,14,,5,42.1,46.9,45.7,10
1,1,2,ミッキースワン,牝3,55.0,横山和,菊沢,450(+4),美浦,2023106279,1140,ミッキースワロー,ミッキークルソラ,ダイワメジャー,0.8585528699993359,6,0.0240677692023353,14,,12,42.1,45.0,45.7,12
2,2,3,ジャガーライズ,牡3,57.0,丹内,伊藤圭,472(+8),美浦,2023102594,1091,パイロ,ハニーディスタフ,ゴールドアリュール,-1.2029049603277668,15,-0.3062765837922277,6,,15,54.2,44.6,48.2,6
3,2,4,グラスリッキー,牡3,57.0,松岡,杉浦,470(-2),美浦,2023104251,1085,コパノリッキー,グラスベローナ,ゼンノロブロイ,-1.1424144462137156,14,-0.2965831040356498,10,,14,44.3,44.7,45.6,16
4,3,5,エリンフレーム,牝3,55.0,石橋脩,清水英,468(+12),美浦,2023104203,1077,フィレンツェファイア,エリンアクトレス,スクリーンヒーロー,2.4510540192092525,1,0.279262784127949,3,,3,57.6,59.1,58.4,2
5,3,6,ブレイブシュガー,牡3,57.0,吉田豊,高橋文,474(0),美浦,2023103997,733,ミスチヴィアスアレックス,ブラックシュガー,ブラックタイド,-0.5658095149033204,11,-0.2041833565535571,9,,6,46.8,46.4,45.9,9
6,4,7,ノリキング,牡3,54.0,▲佐藤,伊藤大,522(+2),美浦,2023106094,1207,モーニン,ダブルスカーレット,ダイワメジャー,-0.1236495883171272,9,-0.1333281429666448,8,,4,47.8,55.1,46.3,8
7,4,8,コウソクルリアン,牡3,57.0,佐々木,武藤,476(+10),美浦,2023102674,1197,サトノダイヤモンド,ファッションストリート,ストリートセンス,0.9180624759500228,5,0.033604060454833,1,,1,79.8,82.0,85.4,1
8,5,9,ジョーヌミモザ,牝3,55.0,江田照,小野,420(-2),美浦,2023100264,689,ノーブルミッション,ゴールデンムーン,アドマイヤムーン,-0.8381469421501553,13,-0.2478248659148154,12,,7,42.1,45.8,45.7,13
9,5,10,アイアムアッパレ,牡3,57.0,荻野極,奥平,506(+2),美浦,2023102893,1160,リオンディーズ,カウントオンイット,クロフネ,-1.406522588835864,16,-0.3389058875588352,2,,10,57.6,45.1,49.1,4
10,6,11,スピニンググローブ,牡3,57.0,木幡巧,黒岩,496(+2),美浦,2023100240,1162,サートゥルナーリア,グランデセーヌ,ゼンノロブロイ,-0.2076277014607038,10,-0.1467854618814427,14,,2,42.1,59.9,45.7,15
11,6,12,ピーエムキンチャン,牡3,57.0,菅原明,和田郎,454(+11),美浦,2023107455,1179,タリスマニック,ミスアバンセ,パイロ,-0.0555755056698401,8,-0.1224194120399258,11,,16,42.1,44.5,45.7,11
12,7,13,サリーアン,牡3,57.0,横山武,鈴木伸,458(+2),美浦,2023100789,1170,ダノンプレミアム,サリーバランセ,ヘニーヒューズ,0.301284030861259,7,-0.0652334095076305,7,,8,48.7,45.6,48.1,7
13,7,14,ショコラキュイ,牡3,57.0,戸崎圭,森一,496(0),美浦,2023102841,5386,ヘニーヒューズ,キャラメライズ,キングカメハメハ,1.8180171685529416,3,0.1778199383052952,4,,13,55.5,44.9,48.5,5
14,8,15,ロジシーザ,牡3,57.0,岩田康,古賀慎,490(+2),美浦,2023102319,5203,ドレフォン,ロジネイア,エピファネイア,-0.7459036416448706,12,-0.233043067822605,14,,11,42.1,45.0,45.7,14
15,8,16,フェイスリフト,牡3,57.0,ディー,嘉藤,460(-4),美浦,2023106605,5674,フォーウィールドライブ,ポンポン,ブラックタイド,1.511081940081668,4,0.1286342028665583,5,,9,55.1,45.4,50.4,3
