,式別,馬番,配当,人気
0,単勝,7,290,1
1,複勝,7,120,1
2,複勝,4,170,3
3,複勝,9,210,4
4,枠連,4-6,760,3
5,馬連,4-7,630,2
6,ワイド,4-7,360,2
7,ワイド,7-9,540,4
8,ワイド,4-9,720,9
9,馬単,7→4,1450,3
10,3連複,4-7-9,2140,4
11,3連単,7→4→9,7840,10
