,式別,馬番,配当,人気
0,単勝,1,960,3
1,複勝,1,560,5
2,複勝,8,1270,6
3,複勝,7,510,4
4,枠連,1-8,890,4
5,馬連,1-8,10620,19
6,ワイド,1-8,2980,21
7,ワイド,1-7,1500,15
8,ワイド,7-8,3090,20
9,馬単,1→8,18520,31
10,3連複,1-7-8,26940,41
11,3連単,1→8→7,145960,205
