,式別,馬番,配当,人気
0,単勝,2,440,2
1,複勝,2,180,2
2,複勝,14,320,6
3,複勝,4,150,1
4,枠連,2-8,990,5
5,馬連,2-14,2600,9
6,ワイド,2-14,880,8
7,ワイド,2-4,410,2
8,ワイド,4-14,1340,17
9,馬単,2→14,4360,17
10,3連複,2-4-14,4750,12
11,3連単,2→14→4,34920,99
