,式別,馬番,配当,人気
0,単勝,8,280,1
1,複勝,8,110,2
2,複勝,1,160,3
3,複勝,7,110,1
4,枠連,1-7,560,3
5,馬連,1-8,1220,5
6,ワイド,1-8,390,7
7,ワイド,7-8,170,1
8,ワイド,1-7,390,6
9,馬単,8→1,1950,5
10,3連複,1-7-8,860,2
11,3連単,8→1→7,5130,12
