,式別,馬番,配当,人気
0,単勝,10,210,1
1,複勝,10,140,1
2,複勝,12,800,10
3,複勝,9,210,3
4,枠連,5-6,3460,12
5,馬連,10-12,9550,26
6,ワイド,10-12,1930,21
7,ワイド,9-10,370,2
8,ワイド,9-12,3370,33
9,馬単,10→12,11370,34
10,3連複,9-10-12,13700,38
11,3連単,10→12→9,67710,177
