,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
2020102879,ショウナンカンプ,ショコラトリー,サクラバクシンオー,ショウナングレイス,ノヴェリスト,アグネスショコラ,サクラユタカオー,サクラハゴロモ,ラッキーソブリン,ヤセイコーソ,Monsun,Night Lagoon,サンデーサイレンス,スキーパラダイス,テスコボーイ,アンジェリカ,ノーザンテースト,クリアアンバー,Nijinsky,Sovereign,タケシバオー,メジロチドリ,Konigsstuhl,Mosella,Lagunas,Nenuphar,Halo,Wishing Well,Lyphard,Ski Goggle,Princely Gift,Suncourt,ネヴァービート,スターハイネス,Northern Dancer,Lady Victoria,Ambiopoise,One Clear Call,Northern Dancer,Flaming Page,Pardao,Urshalim,チャイナロック,タカツナミ,ベンマーシャル,メジロハリマ,Dschingis Khan,Konigskronung,Surumu,Monasia,イルドブルボン,Liranga,Night Shift,Narola,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Goofed,ロイヤルスキー,Mississippi Siren
2020101122,ルーラーシップ,オーラレガーレ,キングカメハメハ,エアグルーヴ,マンハッタンカフェ,オーラ,Kingmambo,マンファス,トニービン,ダイナカール,サンデーサイレンス,サトルチェンジ,Quiet American,Charmed Aura,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,カンパラ,Severn Bridge,ノーザンテースト,シャダイフェザー,Halo,Wishing Well,Law Society,Santa Luciana,Fappiano,Demure,Halo,Acharmer,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Kalamoun,State Pension,Hornbeam,Priddy Fair,Northern Dancer,Lady Victoria,ガーサント,パロクサイド,Hail to Reason,Cosmah,Understanding,Mountain Flower,Alleged,Bold Bikini,Luciano,Suleika,Mr. Prospector,Killaloe,Dr. Fager,Quiet Charm,Hail to Reason,Cosmah,Al Hattab,Like a Charm
2020105791,スクリーンヒーロー,マイネヒメル,グラスワンダー,ランニングヒロイン,ロージズインメイ,コスモチェーロ,Silver Hawk,Ameriflora,サンデーサイレンス,ダイナアクトレス,Devil His Due,Tell a Secret,Fusaichi Pegasus,Shorwon,Roberto,Gris Vitesse,Danzig,Graceful Touch,Halo,Wishing Well,ノーザンテースト,モデルスポート,Devil's Bag,Plenty O'Toole,Speak John,Secret Retreat,Mr. Prospector,Angel Fever,Buena Shore,April Wonder,Hail to Reason,Bramalea,Amerigo,Matchiche,Northern Dancer,Pas de Nom,His Majesty,Pi Phi Gal,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,モデルフール,マジックゴデイス,Halo,Ballade,Raise a Cup,Li'l Puss,Prince John,Nuit de Folies,Clandestine,Retirement,Raise a Native,Gold Digger,Danzig,Rowdy Angel,George Lewis,Full View,Newtown Wonder,April Flower
2020104087,エイシンフラッシュ,ラズベリータイム,キングズベスト,ムーンレディ,フジキセキ,レディストロベリー,Kingmambo,Allegretta,プラティニ,Midnight Fever,サンデーサイレンス,ミルレーサー,Caerleon,Juniper Berry,Mr. Prospector,Miesque,Lombard,Anatevka,Surumu,Prairie Darling,Sure Blade,Majoritat,Halo,Wishing Well,Le Fabuleux,Marston's Mill,Nijinsky,Foreseer,ラストタイクーン,Jackie Berry,Raise a Native,Gold Digger,Nureyev,Pasadoble,Agio,Promised Lady,Espresso,Almyra,Literat,Surama,Stanford,Prairie Belle,Kris,Double Lock,Konigsstuhl,Monacchia,Hail to Reason,Cosmah,Understanding,Mountain Flower,Wild Risk,Anguar,In Reality,Millicent,Northern Dancer,Flaming Page,Round Table,Regal Gleam,トライマイベスト,Mill Princess,Connaught,Chokeberry
2020101229,ビッグアーサー,ビエンナーレ,サクラバクシンオー,シヤボナ,ステイゴールド,フォーカルプレーン,サクラユタカオー,サクラハゴロモ,Kingmambo,Relish,サンデーサイレンス,ゴールデンサッシュ,スプレンディドモーメント,ダイナフォーカス,テスコボーイ,アンジェリカ,ノーザンテースト,クリアアンバー,Mr. Prospector,Miesque,Sadler's Wells,Reloy,Halo,Wishing Well,ディクタス,ダイナサッシュ,Storm Bird,Racquette,ロイヤルスキー,ヤクモペンダス,Princely Gift,Suncourt,ネヴァービート,スターハイネス,Northern Dancer,Lady Victoria,Ambiopoise,One Clear Call,Raise a Native,Gold Digger,Nureyev,Pasadoble,Northern Dancer,Fairy Bridge,Liloy,Rescousse,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sanctus,Doronic,ノーザンテースト,ロイヤルサッシュ,Northern Dancer,South Ocean,Ballymore,Arctic Melody,Raja Baba,Coz o'Nijinsky,ステューペンダス,ヤクモヒサコ
2020102877,モーリス,シュピッツェ,スクリーンヒーロー,メジロフランシス,Azamour,シャピーラ,グラスワンダー,ランニングヒロイン,カーネギー,メジロモントレー,Night Shift,Asmara,Kornado,Semplice,Silver Hawk,Ameriflora,サンデーサイレンス,ダイナアクトレス,Sadler's Wells,Detroit,モガミ,メジロクインシー,Northern Dancer,Ciboulette,Lear Fan,Anaza,Superlative,K-Sera,Common Grounds,Sarah Siddons,Roberto,Gris Vitesse,Danzig,Graceful Touch,Halo,Wishing Well,ノーザンテースト,モデルスポート,Northern Dancer,Fairy Bridge,Riverman,Derna,Lyphard,ノーラック,フィディオン,メジロボサツ,Nearctic,Natalma,Chop Chop,Windy Answer,Roberto,Wac,Darshaan,Azaarika,Nebbiolo,Clariden,Lord Gayle,Deirdre,Kris,Sweetly,Reform,Stardom
2020104758,ラブリーデイ,ティンクルチャーミ,キングカメハメハ,ポップコーンジャズ,スウェプトオーヴァーボード,ピサノベネチアン,Kingmambo,マンファス,ダンスインザダーク,グレイスルーマー,エンドスウィープ,Sheer Ice,サンデーサイレンス,ストームザミント,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,サンデーサイレンス,ダンシングキイ,トニービン,ディスクジョッキー,フォーティナイナー,Broom Dance,Cutlass,Hey Dolly A.,Halo,Wishing Well,Storm Cat,Mint Cooler,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Halo,Wishing Well,Nijinsky,Key Partner,カンパラ,Severn Bridge,リアルシャダイ,シャダイチャッター,Mr. Prospector,File,Dance Spell,Witching Hour,Damascus,Aphonia,Ambehaving,Swift Deal,Hail to Reason,Cosmah,Understanding,Mountain Flower,Storm Bird,Terlingua,Key to the Mint,Zippy Do
2020110014,Bernardini,インデリブル,A.P. Indy,Cara Rafaela,Tiznow,Delightful Quality,Seattle Slew,Weekend Surprise,Quiet American,Oil Fable,Cee's Tizzy,Cee's Song,Elusive Quality,Contrive,Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Fappiano,Demure,Spectacular Bid,Northern Fable,Relaunch,テイズリー,Seattle Song,Lonely Dancer,Gone West,Touch of Greatness,Storm Cat,Jeano,Boldnesian,Reason to Earn,Poker,Fair Charmer,Bold Ruler,Somethingroyal,Buckpasser,Gay Missile,Mr. Prospector,Killaloe,Dr. Fager,Quiet Charm,Bold Bidder,Spectacular,Northern Dancer,Fairway Fable,In Reality,Foggy Note,Lyphard,Tizna,Seattle Slew,Incantation,ナイスダンサー,Sleep Lonely,Mr. Prospector,Secrettame,Hero's Honor,Ivory Wand,Storm Bird,Terlingua,Fappiano,バジー
2020110061,Cracksman,Princess Lala,Frankel,Rhadegunda,Royal Dragon,Princess Li,Galileo,Kind,Pivotal,St Radegund,デインヒル,Carmelized,Monsun,Princess Dancer,Sadler's Wells,Urban Sea,デインヒル,Rainbow Lake,Polar Falcon,Fearless Revival,Green Desert,On The House,Danzig,Razyana,Key to the Mint,Carmelize,Konigsstuhl,Mosella,Suave Dancer,Princess Nana,Northern Dancer,Fairy Bridge,Miswaki,Allegretta,Danzig,Razyana,Rainbow Quest,Rockfest,Nureyev,Marie d'Argonne,Cozzene,Stufida,Danzig,Foreign Courier,Be My Guest,Lora,Northern Dancer,Pas de Nom,His Majesty,Spring Adieu,Graustark,Key Bridge,Cornish Prince,Miss Carmie,Dschingis Khan,Konigskronung,Surumu,Monasia,Green Dancer,Suavite,ベリファ,Alys
2020106121,トゥザグローリー,ディスグラース,キングカメハメハ,トゥザヴィクトリー,ワークフォース,アイスドール,Kingmambo,マンファス,サンデーサイレンス,フェアリードール,キングズベスト,Soviet Moon,キャプテンスティーヴ,ビスクドール,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Halo,Wishing Well,Nureyev,Dream Deal,Kingmambo,Allegretta,Sadler's Wells,Eva Luna,Fly So Free,Sparkling Delite,サンデーサイレンス,フェアリードール,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Sharpen Up,Likely Exchange,Mr. Prospector,Miesque,Lombard,Anatevka,Northern Dancer,Fairy Bridge,Alleged,Media Luna,Time for a Change,Free to Fly,Vice Regent,Sparkling Topaz,Halo,Wishing Well,Nureyev,Dream Deal
