,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202103020109,1,5,6,アイアムスゴスギル,牡4,57.0,菱田裕二,0:1:08.5,,8.0,3.0,492,[東] 奥平雅士,ダート,1150,晴,良,2021年11月06日,1勝クラス,2017106360,01144,1-1,36.6
202103020109,2,6,8,パロットビーク,牝3,51.0,角田大和,0:1:08.8,1.3/4,2.7,1.0,460,[西] 松永幹夫,ダート,1150,晴,良,2021年11月06日,1勝クラス,2018105495,01186,2-2,36.8
202103020109,3,3,3,ブルーコーラル,牝5,55.0,丹内祐次,0:1:08.8,クビ,43.0,11.0,438,[東] 清水英克,ダート,1150,晴,良,2021年11月06日,1勝クラス,2016100628,01091,4-2,36.6
202103020109,4,8,11,コズミックランナー,牡4,57.0,斎藤新,0:1:09.2,2.1/2,38.8,10.0,446,[西] 長谷川浩,ダート,1150,晴,良,2021年11月06日,1勝クラス,2017102513,01178,2-2,37.2
202103020109,5,2,2,クリノザウルス,牡3,55.0,富田暁,0:1:09.4,1.1/2,25.7,8.0,474,[東] 本間忍,ダート,1150,晴,良,2021年11月06日,1勝クラス,2018101551,01168,8-5,37.0
202103020109,6,1,1,クレマチステソーロ,牝3,54.0,横山和生,0:1:09.5,クビ,8.9,4.0,468,[東] 勢司和浩,ダート,1150,晴,良,2021年11月06日,1勝クラス,2018102791,01140,12-11,36.2
202103020109,7,7,10,ヴィグルズマン,牡3,56.0,木幡巧也,0:1:09.6,1/2,9.2,5.0,448,[東] 萱野浩二,ダート,1150,晴,良,2021年11月06日,1勝クラス,2018102799,01162,11-12,36.5
202103020109,8,8,12,ワンダーカタリナ,牡4,56.0,亀田温心,0:1:09.6,クビ,3.9,2.0,504,[西] 河内洋,ダート,1150,晴,良,2021年11月06日,1勝クラス,2017102940,01176,6-8,37.3
202103020109,9,5,5,パンサーバローズ,牡7,57.0,西村淳也,0:1:09.8,1,10.4,6.0,496,[西] 辻野泰之,ダート,1150,晴,良,2021年11月06日,1勝クラス,2014110082,01171,10-9,37.0
202103020109,10,7,9,チェスナットロール,牝4,55.0,鮫島克駿,0:1:10.0,1.1/2,15.7,7.0,452,[東] 浅野洋一,ダート,1150,晴,良,2021年11月06日,1勝クラス,2017103430,01157,4-5,37.9
202103020109,11,4,4,サノカポ,牝3,51.0,小林凌大,0:1:10.1,クビ,100.6,12.0,436,[東] 中野栄治,ダート,1150,晴,良,2021年11月06日,1勝クラス,2018101608,01177,9-9,37.5
202103020109,12,6,7,レッドヴィエント,牡3,56.0,菅原明良,0:1:10.4,2,35.5,9.0,500,[東] 小島茂之,ダート,1150,晴,良,2021年11月06日,1勝クラス,2018105713,01179,6-5,38.1
