,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202103010409,1,1,1,エイシンチラー,牝3,52.0,Ｍ．デム,0:1:49.6,,5.0,3.0,470,[東] 田中剛,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2018105947,05212,2-3-4-2,36.1
202103010409,2,6,9,コーディアル,牝3,52.0,吉田隼人,0:1:49.7,3/4,2.7,1.0,492,[西] 高野友和,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2018105263,01095,12-12-4-2,36.3
202103010409,3,4,5,リュウグウヒメ,牝5,55.0,木幡巧也,0:1:50.4,4,48.2,9.0,452,[東] 武井亮,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2016101098,01162,5-5-6-6,36.6
202103010409,4,7,11,エンジェルサークル,牝4,55.0,三浦皇成,0:1:50.6,1.1/4,18.8,5.0,444,[東] 中川公成,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2017104824,01122,14-13-13-11,36.4
202103010409,5,8,14,ルリマツリムーン,牝4,55.0,酒井学,0:1:50.6,アタマ,302.5,14.0,478,[東] 天間昭一,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2017102182,01034,1-1-1-1,37.4
202103010409,6,4,6,ウエスタンランポ,牝5,55.0,田中勝春,0:1:50.6,ハナ,84.9,11.0,422,[東] 深山雅史,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2016105431,00684,8-9-8-7,36.7
202103010409,7,5,7,ジェイケイエピファ,牝4,55.0,柴田善臣,0:1:50.7,クビ,26.0,7.0,482,[東] 奥平雅士,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2017102092,00641,11-10-11-7,36.6
202103010409,8,6,10,フルートフルデイズ,牝4,55.0,柴田大知,0:1:50.7,アタマ,199.4,12.0,456,[西] 浜田多実,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2017103800,01009,13-13-14-13,36.3
202103010409,9,3,4,エトワールマタン,牝3,52.0,内田博幸,0:1:50.7,ハナ,6.7,4.0,430,[東] 高柳瑞樹,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2018104711,00422,6-5-6-7,36.9
202103010409,10,2,2,ジューンバラード,牝5,55.0,武士沢友,0:1:50.7,ハナ,33.7,8.0,430,[東] 鈴木慎太,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2016103872,01029,7-7-9-7,36.7
202103010409,11,8,13,ワタシヲマッテル,牝6,55.0,菅原明良,0:1:51.0,1.3/4,56.9,10.0,470,[東] 粕谷昌央,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2015103021,01179,10-10-11-11,36.9
202103010409,12,3,3,オレンジフィズ,牝3,52.0,戸崎圭太,0:1:51.1,1,3.2,2.0,452,[東] 木村哲也,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2018105059,05386,4-3-2-2,37.8
202103010409,13,5,8,アドマイヤチャチャ,牝4,55.0,藤田菜七,0:1:51.5,2.1/2,19.0,6.0,448,[東] 柄崎孝,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2017105546,01164,2-2-2-2,38.2
202103010409,14,7,12,ラブサンキュー,牝5,55.0,永野猛蔵,0:1:52.0,3,288.1,13.0,468,[東] 辻哲英,芝,1800,小雨,稍重,2021年07月11日,1勝クラス,2016101006,01188,8-7-9-13,38.0
