,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202103020204,1,6,7,マイネルダンク,牡3,58.0,金子光希,0:3:00.3,,7.2,5.0,438,[東] 青木孝文,障害,2750,晴,良,2021年11月07日,未勝利,2018102142,01052,7-7-3-2,13.1
202103020204,2,3,3,クリエイトザライフ,セ5,60.0,北沢伸也,0:3:00.4,1/2,4.3,2.0,488,[西] 吉岡辰弥,障害,2750,晴,良,2021年11月07日,未勝利,2016105987,00691,2-1-1-1,13.1
202103020204,3,8,10,レーヴドオルフェ,牡4,60.0,小野寺祐,0:3:01.9,9,3.9,1.0,512,[東] 菊川正達,障害,2750,晴,良,2021年11月07日,未勝利,2017102082,01123,5-4-3-4,13.2
202103020204,4,2,2,サンマルベローチェ,牝3,56.0,大江原圭,0:3:02.4,3,11.7,6.0,468,[東] 佐藤吉勝,障害,2750,晴,良,2021年11月07日,未勝利,2018100123,01120,7-8-8-6,13.3
202103020204,5,4,4,サンティーニ,セ6,60.0,五十嵐雄,0:3:02.4,クビ,7.0,4.0,484,[東] 尾関知人,障害,2750,晴,良,2021年11月07日,未勝利,2015103138,01069,3-3-2-3,13.3
202103020204,6,5,5,トモノコテツ,牡6,60.0,中村将之,0:3:02.5,1/2,4.6,3.0,478,[西] 浜田多実,障害,2750,晴,良,2021年11月07日,未勝利,2015100367,01101,5-6-6-5,13.3
202103020204,7,7,9,ロードセッション,牡4,60.0,難波剛健,0:3:02.5,クビ,13.6,7.0,518,[西] 高橋義忠,障害,2750,晴,良,2021年11月07日,未勝利,2017102383,01066,10-9-8-7,13.3
202103020204,8,1,1,シゲルスピネル,牝5,58.0,植野貴也,0:3:06.3,大,40.5,9.0,462,[西] 谷潔,障害,2750,晴,良,2021年11月07日,未勝利,2016101139,00727,3-4-6-8,13.5
202103020204,9,7,8,メイショウミツヤス,牡3,58.0,小坂忠士,0:3:08.4,大,18.8,8.0,484,[西] 南井克巳,障害,2750,晴,良,2021年11月07日,未勝利,2018106147,01063,1-2-5-8,13.7
202103020204,10,8,11,グランツエクラ,牡3,58.0,黒岩悠,0:3:14.1,大,69.5,11.0,490,[西] 飯田雄三,障害,2750,晴,良,2021年11月07日,未勝利,2018101580,01072,11-11-11-11,14.1
202103020204,中,6,6,エスタンピージャ,牝3,56.0,蓑島靖典,,,65.0,10.0,464,[東] 加藤和宏,障害,2750,晴,良,2021年11月07日,未勝利,2018103491,01068,9-10-10-10,
