,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202103020501,1,7,13,ビナホイアン,牡2,52.0,松本大輝,0:1:46.4,,2.1,1.0,440,[西] 杉山佳明,ダート,1700,晴,良,2021年11月20日,未勝利,2019100807,01191,1-1-1-1,37.1
202103020501,2,8,14,インブリウム,牡2,54.0,秋山稔樹,0:1:47.5,7,7.4,4.0,440,[東] 鹿戸雄一,ダート,1700,晴,良,2021年11月20日,未勝利,2019104609,01181,2-2-2-2,37.9
202103020501,3,3,5,チュウワエース,牡2,54.0,亀田温心,0:1:47.6,1/2,22.9,6.0,464,[東] 栗田徹,ダート,1700,晴,良,2021年11月20日,未勝利,2019102395,01176,6-5-4-3,37.6
202103020501,4,8,15,コスモガラクシア,牡2,55.0,丹内祐次,0:1:48.2,3.1/2,6.2,3.0,484,[東] 金成貴史,ダート,1700,晴,良,2021年11月20日,未勝利,2019105736,01091,4-4-3-3,38.4
202103020501,5,6,11,スタローン,牡2,55.0,吉田隼人,0:1:48.4,1.1/4,11.1,5.0,478,[西] 武幸四郎,ダート,1700,晴,良,2021年11月20日,未勝利,2019105179,01095,8-7-4-3,38.4
202103020501,6,5,8,イーサンアイ,牡2,55.0,横山和生,0:1:48.7,1.3/4,4.7,2.0,448,[西] 昆貢,ダート,1700,晴,良,2021年11月20日,未勝利,2019100326,01140,15-14-7-6,38.4
202103020501,7,6,10,アナザータレント,牡2,52.0,小林脩斗,0:1:51.0,大,150.9,12.0,474,[東] 鈴木慎太,ダート,1700,晴,良,2021年11月20日,未勝利,2019106859,01183,4-5-8-8,40.6
202103020501,8,2,2,ニホンピロナッシュ,牡2,55.0,城戸義政,0:1:51.2,1.1/2,142.9,11.0,516,[西] 畑端省吾,ダート,1700,晴,良,2021年11月20日,未勝利,2019106082,01147,11-11-12-12,40.2
202103020501,9,5,9,トニーロマンス,牝2,53.0,木幡育也,0:1:51.3,1/2,399.0,14.0,462,[東] 中野栄治,ダート,1700,晴,良,2021年11月20日,未勝利,2019106172,01167,2-3-4-7,41.3
202103020501,10,1,1,トランザム,牡2,52.0,原優介,0:1:51.5,1.1/4,78.0,10.0,484,[東] 大和田成,ダート,1700,晴,良,2021年11月20日,未勝利,2019101161,01184,11-12-15-13,39.9
202103020501,11,7,12,デエスデュヴァン,牝2,54.0,菅原明良,0:1:51.5,ハナ,60.4,9.0,436,[東] 斎藤誠,ダート,1700,晴,良,2021年11月20日,未勝利,2019101630,01179,9-8-10-8,40.9
202103020501,12,3,4,タマワープスピード,牡2,52.0,西谷凜,0:1:51.6,1/2,508.3,15.0,462,[西] 牧田和弥,ダート,1700,晴,良,2021年11月20日,未勝利,2019101094,01189,6-8-10-11,40.9
202103020501,13,2,3,ライトストリーム,牝2,54.0,中井裕二,0:1:52.2,3.1/2,53.8,7.0,466,[西] 坂口智康,ダート,1700,晴,良,2021年11月20日,未勝利,2019103018,01141,9-8-8-8,41.8
202103020501,14,4,6,ゲンパチラブハート,牝2,54.0,斎藤新,0:1:52.7,3,58.1,8.0,502,[西] 佐々木晶,ダート,1700,晴,良,2021年11月20日,未勝利,2019103538,01178,13-12-13-13,41.4
202103020501,15,4,7,ヴィヴィッドパール,牝2,54.0,黛弘人,0:1:53.0,1.3/4,310.0,13.0,440,[東] 高橋祥泰,ダート,1700,晴,良,2021年11月20日,未勝利,2019101992,01109,14-15-14-15,41.5
