,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202103010205,1,7,13,ウインピクシス,牝2,54.0,丸山元気,0:1:52.1,,3.6,1.0,424,[東] 上原博之,芝,1800,小雨,良,2021年07月04日,新馬,2019100205,01127,2-2-2-2,36.0
202103010205,2,5,10,ボーンディスウェイ,牡2,54.0,木幡巧也,0:1:52.7,3.1/2,10.7,5.0,474,[東] 牧光二,芝,1800,小雨,良,2021年07月04日,新馬,2019104658,01162,8-8-5-7,36.4
202103010205,3,1,1,ナザレ,牝2,54.0,三浦皇成,0:1:52.8,3/4,6.4,3.0,444,[東] 武井亮,芝,1800,小雨,良,2021年07月04日,新馬,2019106860,01122,3-3-5-3,36.4
202103010205,4,2,3,ワープスピード,牡2,54.0,武藤雅,0:1:52.8,クビ,12.6,7.0,478,[東] 高木登,芝,1800,小雨,良,2021年07月04日,新馬,2019105312,01169,12-12-11-11,35.7
202103010205,5,4,7,ジェットグリッター,牝2,53.0,菅原明良,0:1:52.9,クビ,10.8,6.0,428,[東] 栗田徹,芝,1800,小雨,良,2021年07月04日,新馬,2019104764,01179,6-6-3-3,36.7
202103010205,6,5,9,プレンドクエスト,牝2,54.0,吉田隼人,0:1:52.9,ハナ,6.8,4.0,448,[東] 池上昌和,芝,1800,小雨,良,2021年07月04日,新馬,2019104786,01095,12-10-8-7,36.4
202103010205,7,4,8,ジョブックフィオリ,牝2,52.0,藤田菜七,0:1:52.9,クビ,68.5,10.0,436,[東] 小桧山悟,芝,1800,小雨,良,2021年07月04日,新馬,2019105695,01164,16-16-13-13,35.6
202103010205,8,3,5,ナックメジャー,牡2,54.0,木幡初也,0:1:53.1,1,93.2,11.0,486,[東] 杉浦宏昭,芝,1800,小雨,良,2021年07月04日,新馬,2019105651,01153,7-6-9-9,36.5
202103010205,9,1,2,ヴァランシエンヌ,牝2,54.0,戸崎圭太,0:1:53.3,1.1/2,4.5,2.0,458,[西] 西村真幸,芝,1800,小雨,良,2021年07月04日,新馬,2019104604,05386,4-3-5-6,36.9
202103010205,10,8,15,アムルム,牝2,54.0,Ｍ．デム,0:1:53.4,クビ,20.0,8.0,444,[東] 竹内正洋,芝,1800,小雨,良,2021年07月04日,新馬,2019104631,05212,4-3-3-3,37.2
202103010205,11,6,12,テイエムクロマル,牡2,54.0,丸田恭介,0:1:53.5,3/4,225.8,15.0,478,[東] 石栗龍彦,芝,1800,小雨,良,2021年07月04日,新馬,2019102399,01117,9-9-11-11,36.5
202103010205,12,2,4,エコロドラゴン,牡2,54.0,津村明秀,0:1:53.8,2,110.6,12.0,544,[東] 岩戸孝樹,芝,1800,小雨,良,2021年07月04日,新馬,2019106062,01092,1-1-1-1,37.7
202103010205,13,6,11,ヨウヘンテンモク,牡2,54.0,大野拓弥,0:1:54.1,2,112.2,13.0,446,[東] 和田正一,芝,1800,小雨,良,2021年07月04日,新馬,2019100312,01096,10-10-9-9,37.5
202103010205,14,3,6,グリーンチョウサン,牝2,54.0,石川裕紀,0:1:55.6,9,139.6,14.0,414,[東] 和田正一,芝,1800,小雨,良,2021年07月04日,新馬,2019101170,01150,15-15-14-14,38.1
202103010205,15,8,16,エレウテリア,牡2,53.0,亀田温心,0:1:56.4,5,63.3,9.0,446,[東] 松永康利,芝,1800,小雨,良,2021年07月04日,新馬,2019106547,01176,14-14-15-15,38.1
202103010205,16,7,14,ギンチヨヒメ,牝2,54.0,野中悠太,0:1:59.3,大,232.9,16.0,482,[東] 根本康広,芝,1800,小雨,良,2021年07月04日,新馬,2019103117,01158,10-12-15-16,41.0
