,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,フォンドルレール,牡3,57.0,吉田豊,戸田,424(-4),美浦,2023103799,733,ルヴァンスレーヴ,ダンスウィズキトゥン,Kitten's Joy,0.6140612393857215,5,-0.0181334419159701,5,,12,48.4,46.3,44.4,10
1,1,2,デルマタカチホ,牡3,54.0,▲大久保,田中克,478(+4),栗東,2023103385,1194,シスキン,クィーンスプマンテ,ジャングルポケット,-1.5329192903505595,16,-0.2660888229208991,14,,3,45.2,52.6,43.7,15
2,2,3,ビップヴォルフ,牡3,57.0,ディー,小椋,440(0),栗東,2023105418,5674,シルバーステート,ジョリージョコンド,Marju,-0.291291090825359,10,-0.1226928353859999,8,,13,45.9,45.9,54.6,6
3,2,4,ノーブルジャッカル,セ3,57.0,横山琉,武藤,466(-4),美浦,2023100056,1192,サトノダイヤモンド,ノーブルプルート,キングズベスト,0.5916598993128495,6,-0.0207205789374093,13,,18,45.2,44.9,43.4,18
4,3,5,ミサダメキメル,牡3,57.0,江田照,高橋文,448(-8),美浦,2023106612,689,アメリカンペイトリオット,クモリナキマナコ,エピファネイア,0.4386847212333249,7,-0.03838772497793,12,,14,45.3,45.4,46.4,7
5,3,6,ネオアンボウ,牡3,54.0,▲水沼,松尾,538(-2),美浦,2023103049,1201,デクラレーションオブウォー,リビングマイライフ,ダイワメジャー,0.8758728148209033,4,0.0121032500518444,11,,8,45.4,47.4,43.7,13
6,4,7,マランドロ,牡3,57.0,酒井,奥平,456(-6),美浦,2023101837,1034,ダノンキングリー,アングレカム,Pour Moi,1.2299081453726464,2,0.0529908892550496,16,,17,45.1,45.0,43.5,17
7,4,8,ティラーノ,牡3,57.0,佐々木,小手川,462(0),美浦,2023101855,1197,ゴールドシップ,モハー,バトルプラン,-0.7746891057107463,12,-0.1785206071323302,7,,11,45.9,46.8,44.6,9
8,5,9,ハチマン,牡3,57.0,横山典,柄崎,482(+10),美浦,2023101475,660,アルアイン,コパノマルコリーニ,マヤノトップガン,0.967376813075187,3,0.0226710723661912,15,,10,45.1,46.9,43.8,12
9,5,10,レッドリアライズ,牡3,57.0,横山和,黒岩,406(-6),美浦,2023105233,1140,ジャスタウェイ,オンラインドリーム,Frankel,-1.550373744690166,17,-0.2681046427273982,2,,1,64.4,88.4,81.0,1
10,6,11,フキョウワオン,牡3,57.0,三浦,勢司,462(-8),美浦,2023103971,1122,リアルスティール,ステイホーム,ストロングリターン,0.0556882943420871,9,-0.0826200892858673,6,,5,47.7,49.6,62.2,2
11,6,12,イノリ,牝3,52.0,▲田山,高橋康,408(-2),栗東,2023106508,1220,キセキ,メイユーブルーム,ダンスインザダーク,-1.253968219770015,15,-0.233872685871893,18,,16,45.1,45.0,43.7,14
12,7,13,ハリウッドグラム,牡3,57.0,岩田康,林,522(-8),美浦,2023106871,5203,キズナ,イリデッサ,Ruler of The World,-1.168221606152785,14,-0.2239697855172474,9,,2,45.6,55.4,56.1,5
13,7,14,アメリカンジゴロ,牡3,57.0,横山武,斉藤崇,490(-4),栗東,2023102558,1170,キズナ,アメリカンソング,Stripes Song,-1.7612104013878231,18,-0.2924542270935379,4,,7,52.0,48.1,57.7,4
14,7,15,ディアアズール,牝3,55.0,大野,森一,422(+6),美浦,2023107381,1096,ダノンキングリー,アナスタシアブルー,ファルブラヴ,-0.3114385961173998,11,-0.1250196763991321,3,,4,59.2,51.4,46.0,8
15,8,16,パーフェクトスノー,牝3,53.0,△長浜,田村,418(-2),美浦,2023106378,1214,サンダースノー,パーフェクトラヴ,オルフェーヴル,0.0640055889965013,8,-0.0816595226033092,10,,9,45.6,47.0,43.9,11
16,8,17,ダーリンダーリン,牝3,55.0,田辺,秋山,448(-6),栗東,2023100730,1075,ダノンキングリー,アドアード,Galileo,-0.8152341246476984,13,-0.1832031626930921,1,,6,83.7,48.6,57.9,3
17,8,18,ラスターヴァース,牝3,55.0,木幡巧,牧,472(+2),美浦,2023104597,1162,サトノダイヤモンド,ブライトメッセージ,シンボリクリスエス,1.4127246091032206,1,0.07410441370972,17,,15,45.1,45.3,43.5,16
