,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ブループリマドンナ,牝4,56.0,鮫島駿,小林,栗東,2021100703,01157,ホッコータルマエ ,アクアブルーバレー ,ワイルドラッシュ Wild Rush(米) ,0.267277880745972,6
1,2,2,テンクウジョー,牡4,58.0,田辺,小西,美浦,2021104464,01075,マクフィ Makfi(英) ,エレンボーゲン ,ブラックタイド ,-0.043750061967456094,7
2,3,3,トクシーカイザー,牡5,58.0,Ｍデムーロ,小島,美浦,2020100406,05212,キンシャサノキセキ ,キングアンドクイン ,キングカメハメハ ,-1.0288100031681393,11
3,3,4,ミスヨコハマ,牝5,56.0,斎藤,斎藤誠,美浦,2020103634,01178,カレンブラックヒル ,ミスエリカ ,Blame ,0.491972314462577,4
4,4,5,プロミシングスター,牡4,58.0,戸崎圭,高橋忠,栗東,2021103073,05386,マジェスティックウォリアー Majestic Warrior(米) ,ファインチョイス ,アドマイヤムーン ,-0.6303256634324731,10
5,4,6,チュウワスプリング,牝5,56.0,伊藤,林,美浦,2020102391,01119,リアルスティール ,チュウワグルーヴ ,ルーラーシップ ,0.2968436330124236,5
6,5,7,リンクスルーファス,牝6,56.0,長浜,手塚,美浦,2019105510,01214,ヘニーヒューズ Henny Hughes(米) ,ランニングボブキャッツ ,Running Stag ,-1.3754267751256641,12
7,5,8,ゴールデンオスカー,牡4,58.0,石川,堀内,美浦,2021101235,01150,スクリーンヒーロー ,バラベルサイユ ,アグネスデジタル ,-0.46494845513423755,9
8,6,9,ヴァンドーム,牡4,58.0,横山和,安田,栗東,2021100170,01140,ロードカナロア ,ルアンジュ ,マンハッタンカフェ ,0.7133631162295971,2
9,6,10,トーセンサウダージ,牡5,58.0,佐藤,杉浦,美浦,2020102468,01207,トーセンホマレボシ ,カグラグレイス ,エンパイアメーカー Empire Maker(米) ,-0.289598895786396,8
10,7,11,メイショウミシガン,牡4,58.0,内田博,鮫島,栗東,2021105328,00422,サトノアラジン ,シレーナ ,アドマイヤムーン ,0.564696337469254,3
11,7,12,ピックアップライン,牡5,58.0,原,田中剛,美浦,2020103088,01184,ロゴタイプ ,ラブリリック ,ワイルドラッシュ Wild Rush(米) ,-1.8213140673325636,14
12,8,13,レッドダンルース,牡5,58.0,横山武,福永,栗東,2020103189,01170,リアルスティール ,アイリッシュシー Irish Sea(愛) ,Galileo (愛) ,1.1430248858669734,1
13,8,14,レヴィテーション,牝4,56.0,宮崎,中川,美浦,2021107259,01118,シニスターミニスター Sinister Minister(米) ,アンティグラビティ ,エンパイアメーカー Empire Maker(米) ,-1.6566732926414378,13
