,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,サンデーヒーロー,牡5,60.0,中村,中村,栗東,2020100903,01101,サトノダイヤモンド ,ブラックショコラ ,サウスヴィグラス 
1,2,2,ネイチャーシップ,牡7,60.0,大江圭,根本,美浦,2018102917,01120,ゴールドシップ ,アルデグロリア ,アルデバランII Aldebaran(米) 
2,3,3,ポリトナリティー,牝4,57.0,難波,和田雄,美浦,2021100016,01066,エイシンヒカリ ,ポリリズム ,バチアー Bachir(愛) 
3,4,4,ブレガーロード,セ5,60.0,上野,岩戸,美浦,2020103569,01087,Quality Road ,フォトコール Photo Call(愛) ,Galileo (愛) 
4,5,5,アナザーエース,牡5,57.0,▲井上,宮,栗東,2020104005,01151,ヤマカツエース ,ホットフレイバー ,タバスコキャット Tabasco Cat(米) 
5,5,6,アルカンサス,牡6,57.0,▲土田,土田,美浦,2019101023,01198,シルバーステート ,ラサンバ La Samba(豪) ,Orientate 
6,6,7,ゴットリープ,牡5,60.0,五十嵐,栗田,美浦,2020101319,01069,キンシャサノキセキ ,アンタークティカ ,コマンズ Commands(豪) 
7,6,8,ゲインサポート,牡4,59.0,森一,斉藤崇,栗東,2021104590,01139,デクラレーションオブウォー ,ローザミスティカ ,アグネスタキオン 
8,7,9,ストラクチャー,セ4,59.0,草野,和田郎,美浦,2021101216,01113,リアルスティール ,サンヴィヴァン ,マンハッタンカフェ 
9,7,10,フォーディアライフ,牡4,59.0,石神深,矢嶋,美浦,2021104770,01059,ドレフォン Drefong(米) ,ディアマイダーリン ,ハーツクライ 
10,8,11,ヴィクティファルス,セ7,60.0,小牧加,池添,栗東,2018104948,01196,ハーツクライ ,ヴィルジニア ,Galileo (愛) 
11,8,12,メイショウドウドウ,牡10,60.0,小野寺,荒川,栗東,2015103357,01123,ヴィクトワールピサ ,ダンシングブルーム ,コマンダーインチーフ Commander in Chief(英) 
