,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ブラックケリー,牝3,53.0,△吉村,長谷川,栗東,2022100791,01216,モーリス ,フィールグリュック ,ストラヴィンスキー ,-1.2918512779359972,8
1,2,2,アンジュフローラ,牝3,55.0,国分優,小崎,栗東,2022103718,01125,ワールドエース ,パワーアン ,ディアブロ Diablo(米) ,0.7635258018487813,3
2,3,3,ジャニーヌ,牝3,54.0,☆田口,坂口,栗東,2022104808,01208,キズナ ,シャイントレイル ,ヴィクトワールピサ ,-3.6655356675590305,14
3,3,4,ベルヴィヴァン,牝3,54.0,☆高杉,西村,栗東,2022105119,01213,アドマイヤマーズ ,ラテラス ,Harlan's Holiday ,-2.275464645429238,12
4,4,5,ヴィヴァシャス,牝3,55.0,岩田康,笹田,栗東,2022104391,05203,モズアスコット ,ジニアスミノル ,ディープインパクト ,0.13292151947716752,5
5,4,6,ロールザボーンズ,牝3,55.0,Ａルメート,牧浦,栗東,2022105513,05659,ゴールドシップ ,ボーンスキルフル ,ショウナンカンプ ,0.0012652839117361307,6
6,5,7,ミトノキャット,牝3,55.0,中井,牧,美浦,2022107279,01141,ディスクリートキャット Discreet Cat(米) ,プレシャスクルー ,ノヴェリスト Novellist(愛) ,1.487203819453444,1
7,5,8,ディライトベル,牝3,55.0,川又,竹内,美浦,2022107334,01166,パイロ Pyro(米) ,ヴィトンクイーン ,ダンスインザダーク ,0.1508678391073292,4
8,6,9,ドナポンド,牝3,55.0,荻野極,小林,栗東,2022100696,01160,ドレフォン Drefong(米) ,エリモエポナ ,ゼンノロブロイ ,-0.2501004055133224,7
9,6,10,ツインギ,牝3,55.0,北村友,小栗,栗東,2022105956,01102,リアルスティール ,インザスポットライト In The Spotlight(愛) ,Exceed And Excel ,1.3748753611826587,2
10,7,11,エルピーゾ,牝3,55.0,水口,安達,栗東,2022104021,01133,エスポワールシチー ,ボナデア ,ルーラーシップ ,-2.686618378810477,13
11,7,12,サウンドモリアーナ,牝3,55.0,富田,武英,栗東,2022102057,01168,ミッキーアイル ,サウンドリアーナ ,ケイムホーム Came Home(米) ,-1.8175212318240654,9
12,8,13,ボッカルーポ,牝3,54.0,☆西塚,中村,栗東,2022103040,01200,スワーヴリチャード ,ブラウンローズ ,キンシャサノキセキ ,-2.1014235172985463,11
13,8,14,リードプリンシパル,牝3,55.0,荻野琢,藤沢,栗東,2022105748,01112,ストロングリターン ,プリンシパルハニー ,ゴールドアリュール ,-1.8818963973012706,10
