,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ストラスブール,牡3,57.0,中井,牧,美浦,2022101148,01141,ハービンジャー Harbinger(英) ,エスコフィオン ,ディープインパクト ,-4.44951081012835,16
1,1,2,ニューヤンキー,牝3,55.0,Ａルメート,中内田,栗東,2022104602,05659,ドゥラメンテ ,アトミカオロ Atomica Oro(亜) ,Orpen ,-3.4214935754585762,13
2,2,3,マテンロウギフト,牡3,57.0,太宰,茶木,栗東,2022105164,01037,サートゥルナーリア ,レディアリエッタ ,ディープインパクト ,-2.784402302599798,12
3,2,4,ウインロゼライト,牝3,55.0,岩田康,寺島,栗東,2022106212,05203,リアルスティール ,ウインガーネット ,ヴィクトワールピサ ,-2.3427873075290058,6
4,3,5,サンライズプロミス,牡3,57.0,川須,浜田,栗東,2022104520,01128,ノーブルミッション Noble Mission(英) ,オーシャンブルグ ,ヨハネスブルグ Johannesburg(米) ,-1.5512953544833368,3
5,3,6,レッドフェルメール,牡3,57.0,北村友,藤原,栗東,2022105871,01102,エピファネイア ,インディゴブルー ,ロードカナロア ,-0.6857450889970429,1
6,4,7,レベルスルール,牡3,57.0,荻野極,池江,栗東,2022105868,01160,イスラボニータ ,ロックディスタウン ,オルフェーヴル ,-0.957488485425765,2
7,4,8,ヤエギリ,牝3,53.0,△吉村,福永,栗東,2022110125,01216,Gun Runner (米) ,Nokaze ,エンパイアメーカー Empire Maker(米) ,-2.549126665621469,8
8,5,9,ジョワイユノエル,牝3,55.0,池添,辻野,栗東,2022105715,01032,キタサンブラック ,ナターレ ,クロフネ ,-2.573664351470427,9
9,5,10,プチプランス,牡3,56.0,☆高杉,藤岡,栗東,2022101565,01213,リアルスティール ,シャイスター Shyster(亜) ,Equal Stripes ,-2.741121829428158,11
10,6,11,キャスパインパクト,牡3,57.0,城戸,清水久,栗東,2022100963,01147,エピファネイア ,キャスパリーグ ,ディープインパクト ,-2.666309705413481,10
11,6,12,メイショウユウアイ,牝3,54.0,☆田口,石橋,栗東,2022103265,01208,ロードカナロア ,メイショウメイゲツ ,ディープインパクト ,-1.8797358621794016,4
12,7,13,リライトヒストリー,牡3,57.0,北村宏,安達,栗東,2022103934,01043,カリフォルニアクローム California Chrome(米) ,モエレヒストリー ,ファルブラヴ Falbrav(愛) ,-2.4214136559324677,7
13,7,14,オプティクス,牡3,57.0,高倉稜,渡辺,栗東,2022100289,01130,サトノアラジン ,ミーヤチャスカ ,First Samurai ,-4.037389733371201,15
14,8,15,クランドゥイユ,牝3,55.0,川又,矢作,栗東,2022110076,01166,Kingman (英) ,ヴィラダモーレ Villa d'Amore(愛) ,Mastercraftsman ,-3.6754476193247547,14
15,8,16,イズジョーレイナス,牝3,55.0,富田,北出,栗東,2022101694,01168,ハービンジャー Harbinger(英) ,ミッドサマーコモン ,ディープインパクト ,-2.333094532611532,5
