,式別,馬番,配当,人気
0,単勝,4,660,3
1,複勝,4,240,5
2,複勝,8,140,1
3,複勝,7,300,6
4,枠連,2-4,1080,4
5,馬連,4-8,1240,3
6,ワイド,4-8,600,4
7,ワイド,4-7,1740,24
8,ワイド,7-8,660,6
9,馬単,4→8,3200,11
10,3連複,4-7-8,4790,16
11,3連単,4→8→7,24890,75
