,式別,馬番,配当,人気
0,単勝,3,750,4
1,複勝,3,280,5
2,複勝,13,200,2
3,複勝,4,660,10
4,枠連,3-8,1900,9
5,馬連,3-13,2310,10
6,ワイド,3-13,990,11
7,ワイド,3-4,1970,25
8,ワイド,4-13,2840,34
9,馬単,3→13,5410,22
10,3連複,3-4-13,17630,64
11,3連単,3→13→4,84210,289
