,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ホウオウアートマン,牡3,55.0,坂井,矢作,476(+14),栗東,2022104845,01163,ドゥラメンテ  ,スウィートリーズン  Sweet Reason(米)  ,ストリートセンス  Street Sense(米)  ,-2.936978726472075,8
1,2,2,ミントマーク,牡5,58.0,戸崎圭,高橋一,472(-8),栗東,2020103731,05386,ルーラーシップ  ,ローズノーブル  ,ディープインパクト  ,-0.2923103698785857,2
2,3,3,モルトマエストーソ,牡4,58.0,丹内,国枝,540(+2),美浦,2021105838,01091,ドゥラメンテ  ,ラッドルチェンド  ,Danehill Dancer  (愛)  ,-2.9901040373249006,9
3,4,4,ズイウンゴサイ,牡4,58.0,丸田,武市,466(0),美浦,2021100597,01117,シュヴァルグラン  ,ブルーインザスカイ  ,チチカステナンゴ  Chichicastenango(仏)  ,-2.554905656546205,6
4,5,5,ゴージョニーゴー,牡4,58.0,横山和,四位,520(+2),栗東,2021105048,01140,キズナ  ,サボールアトリウンフォ  Sabor a Triunfo(智)  ,Dance Brightly  ,-1.0661900479567812,5
5,6,6,バレンタインガール,牝4,56.0,内田博,古賀,482(+6),美浦,2021102577,00422,メイショウサムソン  ,ギャラクティコ  ,マンハッタンカフェ  ,-4.009793463106863,10
6,7,7,セイウンパシュート,牡5,58.0,杉原,上原博,476(+6),美浦,2020100233,01135,ハーツクライ  ,シーソルティキッス  ,キングカメハメハ  ,-1.0278316666888936,4
7,7,8,ダノンホイットニー,牝4,56.0,佐々木,大竹,438(0),美浦,2021105639,01197,ミッキーロケット  ,ダノンチェリー  ,ディープインパクト  ,0.08736141573940039,1
8,8,9,エーオーキング,牡3,55.0,吉田隼,久保田,452(+2),美浦,2022102738,01095,リアルスティール  ,テイコフトウショウ  ,タイキシャトル  ,-0.5227351519349935,3
9,8,10,ソワドリヨン,牝5,56.0,岩田康,古賀,480(+4),美浦,2020102725,05203,ハーツクライ  ,ルシルク  Le Cirque(米)  ,Dynaformer  ,-2.818170049276446,7
