,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ジャスパーノベル,牝3,51.0,▲和田陽,森秀,480(+6),栗東,2022110113,01223,Vekoma  ヴェコマ(米)  ,Flatter Me Owen  ,Flatter  ,2.1062816437670127,2
1,1,2,ゴールデンカイト,牡3,56.0,川田,中内田,478(+10),栗東,2022110129,01088,Tapit  (米)  ,L' Age d'Or  ,Medaglia d'Oro  ,1.4426579299267224,4
2,2,3,ガウラスパーク,セ4,58.0,亀田,高柳大,548(-4),栗東,2021103586,01176,ロジャーバローズ  ,ガウラミディ  ,フリオーソ  ,-3.599401408810569,15
3,2,4,ピカリ,牝4,56.0,西村淳,森秀,514(+4),栗東,2021110137,01171,Twirling Candy  ,Laudation  ,Congrats  (米)  ,-4.255113550285251,16
4,3,5,ゼットスパンキー,牡4,58.0,高杉,宮,476(+6),栗東,2021107255,01213,ディスクリートキャット  Discreet Cat(米)  ,ゼットガガ  ,バゴ  Bago(仏)  ,-3.298082560598746,13
5,3,6,アメリカンチーフ,牡4,58.0,団野,東田,470(0),栗東,2021110123,01180,Into Mischief  ,Good Vibes  ,Unbridled's Song  (米)  ,-2.520245805182978,11
6,4,7,モズタチアガレ,牡3,55.0,☆西塚,中尾,488(0),栗東,2022106010,01200,モズアスコット  ,カッチャウカモネ  ,タートルボウル  Turtle Bowl(愛)  ,-0.3359507442067544,6
7,4,8,ステイクオール,牡3,56.0,松山,上村,494(+2),栗東,2022105848,01126,ナダル  Nadal(米)  ,ボールドアテンプト  ,ゴールドアリュール  ,-3.1868720659759915,12
8,5,9,クロユキ,牝3,54.0,武豊,松永幹,444(+2),栗東,2022104900,00666,モーリス  ,チカリータ  ,クロフネ  ,-1.5048042824005967,9
9,5,10,レーティッシュ,牡3,56.0,岩田望,高橋一,512(0),栗東,2022110152,01174,American Pharoah  (米)  ,Bernina Star  ,Harlan's Holiday  ,-0.4370306063626327,7
10,6,11,リアライズオーラム,牡3,53.0,▲大久保,須貝,492(-4),栗東,2022105773,01194,オルフェーヴル  ,オリヒメ  ,マジェスティックウォリアー  Majestic Warrior(米)  ,-1.7267492337117445,10
11,6,12,チュウワチーフ,牡3,56.0,和田竜,小崎,478(+8),栗東,2022110117,01018,Tom's d'Etat  ,Figure  ,Overanalyze  ,2.55140189415886,1
12,7,13,サンライズブレイク,牡3,56.0,鮫島駿,浜田,506(+10),栗東,2022101396,01157,フォーウィールドライブ  Four Wheel Drive(米)  ,オークヴィル  ,タニノギムレット  ,1.4914091145663868,3
13,7,14,テイオームサシ,牡3,56.0,国分優,秋山,476(-20),栗東,2022101936,01125,ナダル  Nadal(米)  ,トウカイライフ  ,トウカイテイオー  ,-0.842623386635237,8
14,8,15,サンマルノヴェル,牡3,56.0,田口,大橋,502(+8),栗東,2022102716,01208,ノヴェリスト  Novellist(愛)  ,サンマルアリュール  ,ゴールドアリュール  ,0.6903871238604221,5
15,8,16,レーヴドアンジュ,牝3,53.0,☆吉村,河嶋,432(+16),栗東,2022110157,01216,Maximum Security  (米)  ,Tiz Midnight  ,Midnight Lute  ,-3.4104279142488405,14
