,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ホーリーブラッサム,牝3,54.0,川田,斉藤崇,484(-2),栗東,2022103060,01088,ロゴタイプ  ,ホーリーシュラウド  ,Cape Cross  ,-3.688925352919944,13
1,2,2,ミストレス,牝3,54.0,岩田望,矢作,480(0),栗東,2022103754,01174,キズナ  ,チェロキーメイドン  Cherokee Maiden(米)  ,Distorted Humor  (米)  ,-1.9781829445936412,10
2,3,3,サロニコス,牝4,56.0,西村淳,松下,466(+4),栗東,2021105540,01171,ロードカナロア  ,サロニカ  ,ディープインパクト  ,1.4202217283554193,1
3,4,4,アップストローク,セ6,58.0,松山,杉浦,456(-6),美浦,2019104675,01126,ディーマジェスティ  ,エマソング  Emma Song(米)  ,Unbridled's Song  (米)  ,-3.0665950505426016,12
4,4,5,ルヴァンノワール,牝7,56.0,鮫島駿,庄野,474(+16),栗東,2018106701,01157,ブラックタイド  ,ベリーフィールズ  ,オペラハウス  Opera House(英)  ,-0.7486878106673216,7
5,5,6,ホウオウサンデー,牡7,58.0,団野,井上,464(0),栗東,2018105047,01180,キングカメハメハ  ,サンデースマイルII  Sunday Smile(英)  ,サンデーサイレンス  Sunday Silence(米)  ,-1.305107682270616,9
6,5,7,ホークマン,牡4,58.0,柴田大,粕谷,480(+2),美浦,2021100008,01009,ホークビル  Hawkbill(米)  ,カラフルロマンス  ,タイキシャトル  ,0.8370020731212301,2
7,6,8,リリーフィールド,牝3,54.0,武豊,小崎,436(+6),栗東,2022105718,00666,モズアスコット  ,ハイリリー  ,アグネスタキオン  ,-0.3247489747641419,4
8,6,9,エールトゥヘヴン,牡6,58.0,池添,戸田,464(+2),美浦,2019101416,01032,ロードカナロア  ,キストゥヘヴン  ,アドマイヤベガ  ,-0.29269830025896215,3
9,7,10,クイックバイオ,牝4,56.0,田口,畑端,498(-4),栗東,2021105374,01208,ブリックスアンドモルタル  Bricks and Mortar(米)  ,アニメイトバイオ  ,ゼンノロブロイ  ,-2.7919626954469074,11
10,7,11,ジオパーククラウン,牡5,58.0,吉村,長谷川,458(+2),栗東,2020106131,01216,サトノクラウン  ,ジオパーククイーン  ,バトルプラン  Battle Plan(米)  ,-0.5602906971540675,6
11,8,12,エイムフォーエース,牡4,58.0,酒井,武井,438(+2),美浦,2021104167,01034,サトノアラジン  ,ラストメッセージ  ,ジャングルポケット  ,-0.536318924937864,5
12,8,13,アスクドリームモア,牡5,58.0,西塚,藤原,520(+6),栗東,2020101217,01200,キズナ  ,マリンフェスタ  ,サクラバクシンオー  ,-0.8553068450605703,8
