,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,サンダーユニバンス,牡4,58.0,城戸,奥村豊,476(0),栗東,2021105839,01147,ドレフォン  Drefong(米)  ,ラテラス  ,Harlan's Holiday  ,-1.7567870598062618,4
1,2,2,ドゥラエテルノ,牡3,56.0,浜中,武幸,468(-4),栗東,2022102722,01115,ドゥラメンテ  ,アイリスフィール  ,ハービンジャー  Harbinger(英)  ,-3.432435803397985,9
2,3,3,ゴールドダイアー,牡3,56.0,和田竜,平田,488(+6),栗東,2022103538,01018,ゴールドドリーム  ,ニューコローラ  ,New Approach  ,-3.586305736790305,11
3,4,4,スマートカイロス,牡3,53.0,▲古川奈,矢作,518(+6),栗東,2022102735,01190,シニスターミニスター  Sinister Minister(米)  ,スマートバベル  ,サウスヴィグラス  ,-4.3541813381715055,12
4,5,5,ウイングスオブラヴ,セ6,54.0,★河原田,笹田,476(-10),栗東,2019106615,01204,ルーラーシップ  ,エイジアンウインズ  ,フジキセキ  ,-3.1827271584881323,8
5,5,6,イエスウィズキャン,牡5,58.0,菱田,羽月,548(-4),栗東,2020100472,01144,デクラレーションオブウォー  ,ジュエルメッセージ  ,ダイワメジャー  ,-3.47495688001561,10
6,6,7,サーティファイド,セ6,58.0,田口,佐藤悠,460(-2),栗東,2019105857,01208,マクフィ  Makfi(英)  ,チャームピクチャー  ,ダンスインザダーク  ,-1.3682952272361897,3
7,6,8,スコーピオンイメル,牡3,56.0,富田,武英,498(-4),栗東,2022104496,01168,ホッコータルマエ  ,ダーリングバード  Darling Bird(米)  ,Birdstone  ,-1.9820167025773037,5
8,7,9,ドラゴン,牡3,56.0,武豊,松永幹,496(-8),栗東,2022105439,00666,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ノーブルコロネット  ,ディープインパクト  ,-3.015870575618241,7
9,7,10,ナムラブーニン,牡4,58.0,鮫島駿,高橋一,464(0),栗東,2021102420,01157,グレーターロンドン  ,パンドラズホープ  ,キングカメハメハ  ,0.09513125980187859,1
10,8,11,サンピノン,牝3,52.0,△鷲頭,谷,442(-24),栗東,2022101330,01202,アジアエクスプレス  ,マヤチャン  ,ロードカナロア  ,-2.8829575987691776,6
11,8,12,テーオーニコラス,セ4,55.0,▲和田陽,奥村豊,474(0),栗東,2021106368,01223,パレスマリス  ,インヴァリダ  Invalida(米)  ,Street Cry  (愛)  ,-0.5330144151981963,2
