,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ボウウィンドウ,牝3,54.0,ルメール,武井,470(+4),美浦,2022105002,05339,サートゥルナーリア  ,フローレスマジック  ,ディープインパクト  ,-1.997565687064576,8
1,2,2,シンドリームシン,牡4,58.0,津村,武幸,500(-2),栗東,2021105382,01092,キズナ  ,アルビアーノ  ,Harlan's Holiday  ,-0.7980696706374709,4
2,3,3,メアヴィア,牝4,56.0,丹内,金成,470(+8),美浦,2021104820,01091,ミッキーロケット  ,スイートシャイン  ,ディープブリランテ  ,-1.5454392231390237,7
3,4,4,レリッシュ,牝4,56.0,菅原隆,天間,496(+2),美浦,2021101385,01129,コパノリッキー  ,カクシアジ  ,スウェプトオーヴァーボード  Swept Overboard(米)  ,-2.7155444496005092,10
4,5,5,スワローシチー,牡3,56.0,石川,相沢,474(+12),美浦,2022106150,01150,ミッキースワロー  ,スコルピオンキッス  ,フレンチデピュティ  French Deputy(米)  ,-0.15504752838625677,3
5,6,6,エバーステイ,牝3,54.0,菅原明,久保田,406(-10),美浦,2022104686,01179,オルフェーヴル  ,エバーシャルマン  ,ハーツクライ  ,0.9112880808432199,2
6,7,7,エテルニータ,牡3,56.0,荻野極,稲垣,498(+4),美浦,2022106344,01160,イスラボニータ  ,ジョリーザスターズ  ,Sea The Stars  Sea the Stars(愛)  ,0.9543723598368008,1
7,7,8,オルソビアンコ,牝5,54.0,◇今村,田村,410(+12),美浦,2020102918,01193,ハービンジャー  Harbinger(英)  ,セウアズール  ,ディープインパクト  ,-2.2525181284901072,9
8,8,9,タイセイプランセス,牝3,54.0,石橋脩,池上,412(+2),美浦,2022105014,01077,リアルスティール  ,プティフォリー  Petite Folie(英)  ,Australia  (英)  ,-1.0585202289061348,6
9,8,10,シドニーホバート,牡3,56.0,坂井,杉山佳,520(-2),栗東,2022105506,01163,ストロングリターン  ,ベガスナイト  ,コロナドズクエスト  Coronado's Quest(米)  ,-1.0120893966948057,5
