,式別,馬番,配当,人気
0,単勝,6,190,1
1,複勝,6,110,1
2,複勝,11,260,6
3,複勝,3,220,5
4,枠連,4-7,540,1
5,馬連,6-11,1140,5
6,ワイド,6-11,510,5
7,ワイド,3-6,410,4
8,ワイド,3-11,1360,16
9,馬単,6→11,1740,6
10,3連複,3-6-11,2920,9
11,3連単,6→11→3,10420,17
