,式別,馬番,配当,人気
202603010107,三連複,2-6-10,12940,44
202603010107,三連単,2→10→6,112820,370
202603010108,単勝,12,390,1
202603010108,複勝,12,170,2
202603010108,複勝,8,230,4
202603010108,複勝,3,560,8
202603010108,枠連,4-6,1110,6
202603010108,馬連,8-12,1270,4
202603010108,ワイド,8-12,610,5
202603010108,ワイド,3-12,1740,16
202603010108,ワイド,3-8,2140,25
202603010108,馬単,12→8,2630,10
202603010108,三連複,3-8-12,9160,29
202603010108,三連単,12→8→3,36790,90
202603010109,単勝,3,360,1
202603010109,複勝,3,180,1
202603010109,複勝,9,420,6
202603010109,複勝,2,450,7
202603010109,枠連,2-5,2160,10
202603010109,馬連,3-9,3850,13
202603010109,ワイド,3-9,1370,14
202603010109,ワイド,2-3,1130,11
202603010109,ワイド,2-9,4290,44
202603010109,馬単,3→9,6550,22
202603010109,三連複,2-3-9,20650,65
202603010109,三連単,3→9→2,120290,375
202603010110,単勝,16,370,2
202603010110,複勝,16,120,2
202603010110,複勝,4,110,1
202603010110,複勝,8,270,7
202603010110,複勝,12,200,5
202603010110,枠連,2-8,560,1
202603010110,馬連,4-16,600,1
202603010110,ワイド,4-16,190,1
202603010110,ワイド,8-16,780,15
202603010110,ワイド,12-16,570,10
202603010110,ワイド,4-8,500,8
202603010110,ワイド,4-12,370,4
202603010110,馬単,16→4,1090,1
202603010110,三連複,4-8-16,1590,6
202603010110,三連複,4-12-16,960,3
202603010110,三連単,16→4→8,6730,25
202603010110,三連単,16→4→12,3430,7
202603010111,単勝,1,720,5
202603010111,複勝,1,290,5
202603010111,複勝,15,530,8
202603010111,複勝,11,260,4
202603010111,枠連,1-8,6030,21
202603010111,馬連,1-15,6130,21
202603010111,ワイド,1-15,1990,23
202603010111,ワイド,1-11,900,8
202603010111,ワイド,11-15,1680,19
202603010111,馬単,1→15,12160,46
202603010111,三連複,1-11-15,14120,46
202603010111,三連単,1→15→11,98200,328
202603010112,単勝,8,700,4
202603010112,複勝,8,270,5
202603010112,複勝,2,280,6
202603010112,複勝,10,210,2
202603010112,枠連,1-4,2230,11
202603010112,馬連,2-8,3370,13
202603010112,ワイド,2-8,1150,10
202603010112,ワイド,8-10,860,5
202603010112,ワイド,2-10,1200,13
202603010112,馬単,8→2,7280,29
202603010112,三連複,2-8-10,6980,16
202603010112,三連単,8→2→10,43390,109
202603010201,単勝,11,250,1
202603010201,複勝,11,110,1
202603010201,複勝,13,170,4
202603010201,複勝,14,150,3
202603010201,枠連,6-7,660,3
202603010201,馬連,11-13,870,3
202603010201,ワイド,11-13,350,3
202603010201,ワイド,11-14,220,1
202603010201,ワイド,13-14,650,8
202603010201,馬単,11→13,1450,4
202603010201,三連複,11-13-14,1330,3
202603010201,三連単,11→13→14,4960,7
202603010202,単勝,10,520,2
202603010202,複勝,10,140,2
202603010202,複勝,9,120,1
202603010202,複勝,14,520,8
202603010202,枠連,5-5,470,2
202603010202,馬連,9-10,530,1
202603010202,ワイド,9-10,200,1
202603010202,ワイド,10-14,1600,16
202603010202,ワイド,9-14,840,11
202603010202,馬単,10→9,1310,4
202603010202,三連複,9-10-14,3400,11
202603010202,三連単,10→9→14,15990,49
202603010203,単勝,6,720,2
202603010203,複勝,6,180,3
202603010203,複勝,11,100,1
202603010203,複勝,10,440,7
202603010203,枠連,4-6,450,3
202603010203,馬連,6-11,410,1
202603010203,ワイド,6-11,220,2
202603010203,ワイド,6-10,1930,18
202603010203,ワイド,10-11,690,8
202603010203,馬単,6→11,1370,6
202603010203,三連複,6-10-11,2690,10
202603010203,三連単,6→11→10,19250,64
202603010204,単勝,14,2490,9
202603010204,複勝,14,460,9
202603010204,複勝,16,110,1
202603010204,複勝,13,200,3
202603010204,枠連,7-8,600,2
202603010204,馬連,14-16,3390,10
202603010204,ワイド,14-16,1070,11
202603010204,ワイド,13-14,2320,26
202603010204,ワイド,13-16,300,2
202603010204,馬単,14→16,10150,32
202603010204,三連複,13-14-16,4960,14
202603010204,三連単,14→16→13,46490,142
202603010205,単勝,10,2760,10
202603010205,複勝,10,820,11
202603010205,複勝,2,230,1
202603010205,複勝,6,410,9
202603010205,枠連,1-5,2850,14
202603010205,馬連,2-10,11850,42
202603010205,ワイド,2-10,3730,44
202603010205,ワイド,6-10,8130,63
202603010205,ワイド,2-6,1100,14
202603010205,馬単,10→2,30120,96
202603010205,三連複,2-6-10,43740,146
202603010205,三連単,10→2→6,292010,897
202603010206,単勝,11,670,4
202603010206,複勝,11,230,4
202603010206,複勝,12,200,3
202603010206,複勝,15,140,1
202603010206,枠連,6-7,1890,8
202603010206,馬連,11-12,2410,8
202603010206,ワイド,11-12,810,8
202603010206,ワイド,11-15,620,3
202603010206,ワイド,12-15,410,1
202603010206,馬単,11→12,4510,15
202603010206,三連複,11-12-15,2610,2
202603010206,三連単,11→12→15,17570,22
202603010207,単勝,11,810,4
202603010207,複勝,11,190,4
202603010207,複勝,15,190,3
202603010207,複勝,4,160,2
202603010207,枠連,6-8,2020,11
202603010207,馬連,11-15,2440,10
202603010207,ワイド,11-15,710,9
202603010207,ワイド,4-11,540,5
202603010207,ワイド,4-15,510,4
202603010207,馬単,11→15,4840,20
202603010207,三連複,4-11-15,3090,7
202603010207,三連単,11→15→4,19830,58
202603010208,単勝,7,330,1
202603010208,複勝,7,140,1
202603010208,複勝,11,270,6
202603010208,複勝,13,230,4
202603010208,枠連,4-6,1230,4
202603010208,馬連,7-11,1790,5
202603010208,ワイド,7-11,580,4
202603010208,ワイド,7-13,540,3
202603010208,ワイド,11-13,1150,14
202603010208,馬単,7→11,3140,8
202603010208,三連複,7-11-13,3770,6
202603010208,三連単,7→11→13,17100,27
202603010209,単勝,9,1190,6
202603010209,複勝,9,370,6
202603010209,複勝,4,200,5
202603010209,複勝,12,190,3
202603010209,枠連,4-6,2270,12
202603010209,馬連,4-9,2880,12
202603010209,ワイド,4-9,940,11
202603010209,ワイド,9-12,1360,15
202603010209,ワイド,4-12,550,6
202603010209,馬単,9→4,5350,24
202603010209,三連複,4-9-12,4420,12
202603010209,三連単,9→4→12,33580,111
202603010210,単勝,8,530,1
202603010210,複勝,8,220,2
202603010210,複勝,14,670,12
202603010210,複勝,6,360,7
202603010210,枠連,4-7,1410,2
202603010210,馬連,8-14,6460,27
202603010210,ワイド,8-14,2320,31
202603010210,ワイド,6-8,1440,12
202603010210,ワイド,6-14,4350,63
202603010210,馬単,8→14,10760,47
202603010210,三連複,6-8-14,30770,131
202603010210,三連単,8→14→6,142960,574
202603010211,単勝,11,880,5
202603010211,複勝,11,300,5
202603010211,複勝,8,330,6
202603010211,複勝,14,210,4
202603010211,枠連,5-6,3600,16
202603010211,馬連,8-11,4660,20
202603010211,ワイド,8-11,1440,19
202603010211,ワイド,11-14,1170,11
202603010211,ワイド,8-14,1100,10
202603010211,馬単,11→8,7930,32
202603010211,三連複,8-11-14,12760,43
202603010211,三連単,11→8→14,72050,250
202603010212,単勝,13,770,4
202603010212,複勝,13,210,5
202603010212,複勝,15,140,1
202603010212,複勝,6,180,2
202603010212,枠連,7-8,670,2
202603010212,馬連,13-15,1100,2
202603010212,ワイド,13-15,500,4
202603010212,ワイド,6-13,930,12
202603010212,ワイド,6-15,460,3
202603010212,馬単,13→15,2710,8
202603010212,三連複,6-13-15,2820,7
202603010212,三連単,13→15→6,14670,31
202603010301,単勝,14,380,2
202603010301,複勝,14,170,2
202603010301,複勝,2,480,7
202603010301,複勝,15,340,5
202603010301,枠連,1-7,400,1
202603010301,馬連,2-14,3720,15
202603010301,ワイド,2-14,1080,13
202603010301,ワイド,14-15,840,8
202603010301,ワイド,2-15,6140,38
202603010301,馬単,14→2,5490,22
202603010301,三連複,2-14-15,26240,55
202603010301,三連単,14→2→15,115380,251
202603010302,単勝,14,1890,8
202603010302,複勝,14,560,8
202603010302,複勝,10,320,4
202603010302,複勝,3,360,5
202603010302,枠連,5-7,2670,11
202603010302,馬連,10-14,8850,26
202603010302,ワイド,10-14,2900,33
202603010302,ワイド,3-14,4030,36
202603010302,ワイド,3-10,1470,16
202603010302,馬単,14→10,16420,57
202603010302,三連複,3-10-14,30620,90
202603010302,三連単,14→10→3,183700,496
202603010303,単勝,16,880,4
202603010303,複勝,16,240,4
202603010303,複勝,13,260,5
202603010303,複勝,6,140,1
202603010303,枠連,7-8,1200,4
202603010303,馬連,13-16,4220,14
202603010303,ワイド,13-16,1040,12
202603010303,ワイド,6-16,410,2
202603010303,ワイド,6-13,510,5
202603010303,馬単,16→13,7320,22
202603010303,三連複,6-13-16,2440,5
202603010303,三連単,16→13→6,20440,56
202603010304,単勝,9,2490,8
202603010304,複勝,9,550,8
202603010304,複勝,12,110,1
202603010304,複勝,10,160,2
202603010304,枠連,5-7,850,4
202603010304,馬連,9-12,4340,14
202603010304,ワイド,9-12,1440,16
202603010304,ワイド,9-10,2110,24
202603010304,ワイド,10-12,270,1
202603010304,馬単,9→12,8890,28
202603010304,三連複,9-10-12,5110,18
202603010304,三連単,9→12→10,40120,126
202603010305,単勝,14,400,2
202603010305,複勝,14,150,1
202603010305,複勝,7,150,2
202603010305,複勝,1,190,4
202603010305,枠連,4-7,490,1
202603010305,馬連,7-14,680,1
202603010305,ワイド,7-14,280,1
202603010305,ワイド,1-14,480,5
202603010305,ワイド,1-7,380,2
202603010305,馬単,14→7,1310,1
202603010305,三連複,1-7-14,1110,1
202603010305,三連単,14→7→1,5550,1
202603010306,単勝,12,1070,5
202603010306,複勝,12,190,3
202603010306,複勝,2,140,1
202603010306,複勝,6,1400,11
202603010306,枠連,2-7,1130,5
202603010306,馬連,2-12,1340,6
202603010306,ワイド,2-12,450,4
202603010306,ワイド,6-12,8250,47
202603010306,ワイド,2-6,3140,27
202603010306,馬単,12→2,3970,14
202603010306,三連複,2-6-12,21050,50
202603010306,三連単,12→2→6,141490,311
202603010307,単勝,2,1710,8
202603010307,複勝,2,460,8
202603010307,複勝,8,210,4
202603010307,複勝,1,210,3
202603010307,枠連,2-5,760,1
202603010307,馬連,2-8,3720,13
202603010307,ワイド,2-8,1440,18
202603010307,ワイド,1-2,1190,13
202603010307,ワイド,1-8,560,4
202603010307,馬単,2→8,7760,31
202603010307,三連複,1-2-8,5940,14
202603010307,三連単,2→8→1,47810,155
202603010308,単勝,2,650,3
202603010308,複勝,2,180,3
202603010308,複勝,8,130,1
202603010308,複勝,5,240,5
202603010308,枠連,2-5,540,2
202603010308,馬連,2-8,810,2
202603010308,ワイド,2-8,360,2
202603010308,ワイド,2-5,990,13
202603010308,ワイド,5-8,580,5
202603010308,馬単,2→8,1900,5
202603010308,三連複,2-5-8,2450,5
202603010308,三連単,2→8→5,17810,45
202603010309,単勝,5,1120,5
202603010309,複勝,5,280,5
202603010309,複勝,2,390,7
202603010309,複勝,4,170,2
202603010309,枠連,2-5,8040,24
202603010309,馬連,2-5,7010,22
202603010309,ワイド,2-5,1870,23
202603010309,ワイド,4-5,740,11
202603010309,ワイド,2-4,1040,14
202603010309,馬単,5→2,15850,47
202603010309,三連複,2-4-5,9780,36
202603010309,三連単,5→2→4,80470,248
202603010310,単勝,8,740,5
202603010310,複勝,8,240,6
202603010310,複勝,2,140,1
202603010310,複勝,3,240,5
202603010310,馬連,2-8,1500,7
202603010310,ワイド,2-8,550,7
202603010310,ワイド,3-8,1160,20
202603010310,ワイド,2-3,470,5
202603010310,馬単,8→2,2840,13
202603010310,三連複,2-3-8,4190,18
202603010310,三連単,8→2→3,23070,101
202603010311,単勝,8,510,2
202603010311,複勝,8,160,1
202603010311,複勝,11,310,6
202603010311,複勝,3,250,4
202603010311,枠連,5-6,1060,6
202603010311,馬連,8-11,3100,12
202603010311,ワイド,8-11,1050,11
202603010311,ワイド,3-8,690,2
202603010311,ワイド,3-11,1550,16
202603010311,馬単,8→11,4930,16
202603010311,三連複,3-8-11,7690,17
202603010311,三連単,8→11→3,42370,99
202603010312,単勝,15,740,3
202603010312,複勝,15,200,3
202603010312,複勝,5,120,1
202603010312,複勝,13,170,2
202603010312,枠連,3-8,950,3
202603010312,馬連,5-15,1110,3
202603010312,ワイド,5-15,450,2
202603010312,ワイド,13-15,790,7
202603010312,ワイド,5-13,370,1
202603010312,馬単,15→5,2690,6
202603010312,三連複,5-13-15,1890,1
202603010312,三連単,15→5→13,12590,16
202603010401,単勝,13,420,1
202603010401,複勝,13,180,2
202603010401,複勝,8,700,9
202603010401,複勝,12,210,4
202603010401,枠連,4-7,8380,23
202603010401,馬連,8-13,8250,30
202603010401,ワイド,8-13,2480,29
202603010401,ワイド,12-13,550,5
202603010401,ワイド,8-12,1570,22
202603010401,馬単,13→8,12420,46
202603010401,三連複,8-12-13,7950,26
202603010401,三連単,13→8→12,57670,200
202603010402,単勝,13,330,2
202603010402,複勝,13,140,2
202603010402,複勝,9,130,1
202603010402,複勝,5,1550,12
202603010402,枠連,5-7,300,1
202603010402,馬連,9-13,440,1
202603010402,ワイド,9-13,250,1
202603010402,ワイド,5-13,3900,38
202603010402,ワイド,5-9,4790,43
202603010402,馬単,13→9,1090,3
202603010402,三連複,5-9-13,10810,35
202603010402,三連単,13→9→5,29630,87
202603010403,単勝,8,570,3
202603010403,複勝,8,220,3
202603010403,複勝,1,250,4
202603010403,複勝,16,1040,12
202603010403,枠連,1-4,570,2
202603010403,馬連,1-8,2700,8
202603010403,ワイド,1-8,1180,13
202603010403,ワイド,8-16,6240,57
202603010403,ワイド,1-16,4770,48
202603010403,馬単,8→1,4710,14
202603010403,三連複,1-8-16,51620,144
202603010403,三連単,8→1→16,172870,539
202603010404,単勝,10,580,2
202603010404,複勝,10,220,5
202603010404,複勝,11,190,2
202603010404,複勝,7,390,6
202603010404,枠連,6-6,1530,6
202603010404,馬連,10-11,1570,7
202603010404,ワイド,10-11,600,8
202603010404,ワイド,7-10,1650,20
202603010404,ワイド,7-11,1270,14
202603010404,馬単,10→11,3000,10
202603010404,三連複,7-10-11,8870,30
202603010404,三連単,10→11→7,41590,137
202603010405,単勝,9,500,3
202603010405,複勝,9,170,2
202603010405,複勝,16,140,1
202603010405,複勝,1,1550,14
202603010405,枠連,5-8,370,1
202603010405,馬連,9-16,700,1
202603010405,ワイド,9-16,310,1
202603010405,ワイド,1-9,4860,47
202603010405,ワイド,1-16,4270,43
202603010405,馬単,9→16,1490,2
202603010405,三連複,1-9-16,13150,37
202603010405,三連単,9→16→1,59880,169
202603010406,単勝,6,440,1
202603010406,複勝,6,190,2
202603010406,複勝,5,240,4
202603010406,複勝,2,510,8
202603010406,枠連,4-5,690,2
202603010406,馬連,5-6,1350,2
202603010406,ワイド,5-6,530,3
202603010406,ワイド,2-6,1470,20
202603010406,ワイド,2-5,1880,28
202603010406,馬単,6→5,2920,5
202603010406,三連複,2-5-6,8920,38
202603010406,三連単,6→5→2,28110,94
202603010407,単勝,5,180,1
202603010407,複勝,5,110,1
202603010407,複勝,6,150,4
202603010407,複勝,3,150,3
202603010407,枠連,5-6,670,3
202603010407,馬連,5-6,600,3
202603010407,ワイド,5-6,240,2
202603010407,ワイド,3-5,250,3
202603010407,ワイド,3-6,530,8
202603010407,馬単,5→6,770,2
202603010407,三連複,3-5-6,1210,3
202603010407,三連単,5→6→3,3970,8
202603010408,単勝,11,1990,9
202603010408,複勝,11,540,9
202603010408,複勝,13,180,1
202603010408,複勝,12,380,7
202603010408,枠連,6-7,3440,12
202603010408,馬連,11-13,5410,23
202603010408,ワイド,11-13,1710,23
202603010408,ワイド,11-12,3700,41
202603010408,ワイド,12-13,840,8
202603010408,馬単,11→13,11200,47
202603010408,三連複,11-12-13,15880,60
202603010408,三連単,11→13→12,121660,431
202603010409,単勝,11,490,2
202603010409,複勝,11,360,2
202603010409,複勝,16,620,6
202603010409,複勝,9,1050,9
202603010409,枠連,6-8,1320,6
202603010409,馬連,11-16,2870,8
202603010409,ワイド,11-16,1080,11
202603010409,ワイド,9-11,2210,24
202603010409,ワイド,9-16,2980,35
202603010409,馬単,11→16,5070,16
202603010409,三連複,9-11-16,22310,77
202603010409,三連単,11→16→9,87570,269
202603010410,単勝,13,290,1
202603010410,複勝,13,130,1
202603010410,複勝,11,190,3
202603010410,複勝,3,150,2
202603010410,枠連,7-8,440,1
202603010410,馬連,11-13,1260,2
202603010410,ワイド,11-13,480,2
202603010410,ワイド,3-13,280,1
202603010410,ワイド,3-11,820,10
202603010410,馬単,13→11,1930,4
202603010410,三連複,3-11-13,1590,1
202603010410,三連単,13→11→3,6150,2
202603010411,単勝,13,2920,9
202603010411,複勝,13,670,9
202603010411,複勝,14,200,2
202603010411,複勝,16,970,11
202603010411,枠連,7-7,5550,20
202603010411,馬連,13-14,5850,19
202603010411,ワイド,13-14,1920,21
202603010411,ワイド,13-16,10480,76
202603010411,ワイド,14-16,2520,28
202603010411,馬単,13→14,16530,51
202603010411,三連複,13-14-16,49290,140
202603010411,三連単,13→14→16,419890,916
202603010412,単勝,6,430,2
202603010412,複勝,6,170,4
202603010412,複勝,3,250,5
202603010412,複勝,9,150,1
202603010412,枠連,2-4,1430,5
202603010412,馬連,3-6,2740,9
202603010412,ワイド,3-6,880,10
202603010412,ワイド,6-9,270,1
202603010412,ワイド,3-9,580,7
202603010412,馬単,6→3,6000,23
202603010412,三連複,3-6-9,2460,6
202603010412,三連単,6→3→9,20540,59
202603010501,単勝,5,390,1
202603010501,複勝,5,160,3
202603010501,複勝,15,380,7
202603010501,複勝,10,170,2
202603010501,枠連,3-8,3110,15
202603010501,馬連,5-15,2980,13
202603010501,ワイド,5-15,1050,14
202603010501,ワイド,5-10,470,5
202603010501,ワイド,10-15,1500,18
202603010501,馬単,5→15,4810,23
202603010501,三連複,5-10-15,5720,20
202603010501,三連単,5→15→10,23410,90
202603010502,単勝,11,1430,4
202603010502,複勝,11,520,6
202603010502,複勝,16,340,3
202603010502,複勝,12,1350,8
202603010502,枠連,6-8,3750,12
202603010502,馬連,11-16,5500,14
202603010502,ワイド,11-16,1530,14
202603010502,ワイド,11-12,3810,32
202603010502,ワイド,12-16,3640,31
202603010502,馬単,11→16,10700,30
202603010502,三連複,11-12-16,35230,77
202603010502,三連単,11→16→12,207180,407
202603010503,単勝,8,880,7
202603010503,複勝,8,320,7
202603010503,複勝,4,220,3
202603010503,複勝,10,200,2
202603010503,枠連,2-4,1300,5
202603010503,馬連,4-8,3350,18
202603010503,ワイド,4-8,1280,18
202603010503,ワイド,8-10,1350,17
202603010503,ワイド,4-10,1010,11
202603010503,馬単,8→4,5310,21
202603010503,三連複,4-8-10,10310,36
202603010503,三連単,8→4→10,42630,138
202603010504,単勝,7,850,4
202603010504,複勝,7,230,5
202603010504,複勝,2,220,4
202603010504,複勝,8,130,1
202603010504,枠連,1-4,1490,7
202603010504,馬連,2-7,4950,16
202603010504,ワイド,2-7,1530,19
202603010504,ワイド,7-8,520,4
202603010504,ワイド,2-8,690,8
202603010504,馬単,7→2,7470,27
202603010504,三連複,2-7-8,4820,14
202603010504,三連単,7→2→8,29570,97
202603010505,単勝,8,260,1
202603010505,複勝,8,130,1
202603010505,複勝,11,190,3
202603010505,複勝,1,410,9
202603010505,枠連,4-6,650,2
202603010505,馬連,8-11,880,2
202603010505,ワイド,8-11,420,2
202603010505,ワイド,1-8,1130,12
202603010505,ワイド,1-11,1460,18
202603010505,馬単,8→11,1550,3
202603010505,三連複,1-8-11,5390,14
202603010505,三連単,8→11→1,18700,44
202603010506,単勝,10,450,2
202603010506,複勝,10,220,4
202603010506,複勝,9,290,6
202603010506,複勝,3,310,7
202603010506,枠連,5-6,920,3
202603010506,馬連,9-10,2890,13
202603010506,ワイド,9-10,1040,14
202603010506,ワイド,3-10,870,10
202603010506,ワイド,3-9,1330,20
202603010506,馬単,10→9,4310,18
202603010506,三連複,3-9-10,7650,32
202603010506,三連単,10→9→3,34740,138
202603010507,単勝,6,530,4
202603010507,複勝,6,190,3
202603010507,複勝,1,180,2
202603010507,複勝,11,220,5
202603010507,枠連,1-5,1360,7
202603010507,馬連,1-6,1460,5
202603010507,ワイド,1-6,600,5
202603010507,ワイド,6-11,1040,13
202603010507,ワイド,1-11,670,8
202603010507,馬単,6→1,2570,7
202603010507,三連複,1-6-11,3840,9
202603010507,三連単,6→1→11,18430,39
202603010508,単勝,12,430,2
202603010508,複勝,12,200,2
202603010508,複勝,3,770,9
202603010508,複勝,10,260,4
202603010508,枠連,2-7,420,1
202603010508,馬連,3-12,5780,18
202603010508,ワイド,3-12,1730,18
202603010508,ワイド,10-12,630,5
202603010508,ワイド,3-10,1890,21
202603010508,馬単,12→3,8580,28
202603010508,三連複,3-10-12,8290,25
202603010508,三連単,12→3→10,55790,179
202603010509,単勝,2,210,1
202603010509,複勝,2,120,1
202603010509,複勝,1,270,4
202603010509,複勝,7,160,2
202603010509,枠連,1-1,1400,5
202603010509,馬連,1-2,1640,4
202603010509,ワイド,1-2,620,4
202603010509,ワイド,2-7,300,2
202603010509,ワイド,1-7,1140,11
202603010509,馬単,2→1,2550,7
202603010509,三連複,1-2-7,2950,7
202603010509,三連単,2→1→7,10030,16
202603010510,単勝,4,530,3
202603010510,複勝,4,220,3
202603010510,複勝,7,150,1
202603010510,複勝,11,810,11
202603010510,枠連,2-4,700,2
202603010510,馬連,4-7,1260,3
202603010510,ワイド,4-7,460,3
202603010510,ワイド,4-11,3090,37
202603010510,ワイド,7-11,2780,33
202603010510,馬単,4→7,2550,8
202603010510,三連複,4-7-11,14230,45
202603010510,三連単,4→7→11,62270,196
202603010511,単勝,8,1040,7
202603010511,複勝,8,340,7
202603010511,複勝,11,190,2
202603010511,複勝,6,200,1
202603010511,枠連,6-8,850,1
202603010511,馬連,8-11,5050,25
202603010511,ワイド,8-11,1650,29
202603010511,ワイド,6-8,1230,19
202603010511,ワイド,6-11,520,1
202603010511,馬単,8→11,11080,57
202603010511,三連複,6-8-11,8340,30
202603010511,三連単,8→11→6,76380,376
202603010512,単勝,4,1200,7
202603010512,複勝,4,450,8
202603010512,複勝,1,220,4
202603010512,複勝,13,290,5
202603010512,枠連,1-2,2050,12
202603010512,馬連,1-4,2170,8
202603010512,ワイド,1-4,930,11
202603010512,ワイド,4-13,2150,26
202603010512,ワイド,1-13,1220,14
202603010512,馬単,4→1,5140,21
202603010512,三連複,1-4-13,9790,35
202603010512,三連単,4→1→13,61600,220
202603010601,単勝,12,220,1
202603010601,複勝,12,140,2
202603010601,複勝,7,320,5
202603010601,複勝,14,450,6
202603010601,枠連,4-6,970,2
202603010601,馬連,7-12,1340,3
202603010601,ワイド,7-12,630,6
202603010601,ワイド,12-14,650,7
202603010601,ワイド,7-14,2400,24
202603010601,馬単,12→7,1740,3
202603010601,三連複,7-12-14,4220,12
202603010601,三連単,12→7→14,15370,36
202603010602,単勝,12,1120,6
202603010602,複勝,12,250,6
202603010602,複勝,4,140,3
202603010602,複勝,9,130,2
202603010602,複勝,14,240,5
202603010602,枠連,2-6,790,3
202603010602,馬連,4-12,2620,10
202603010602,ワイド,4-12,450,8
202603010602,ワイド,9-12,510,10
202603010602,ワイド,12-14,890,17
202603010602,ワイド,4-9,270,3
202603010602,ワイド,4-14,510,12
202603010602,馬単,12→4,5330,23
202603010602,三連複,4-9-12,1390,6
202603010602,三連複,4-12-14,3220,23
202603010602,三連単,12→4→9,10320,63
202603010602,三連単,12→4→14,20220,139
202603010603,単勝,13,2510,7
202603010603,複勝,13,340,7
202603010603,複勝,10,110,1
202603010603,複勝,2,150,2
202603010603,枠連,6-7,1220,5
202603010603,馬連,10-13,1730,6
202603010603,ワイド,10-13,540,7
202603010603,ワイド,2-13,1300,13
202603010603,ワイド,2-10,190,1
202603010603,馬単,13→10,5250,15
202603010603,三連複,2-10-13,2230,7
202603010603,三連単,13→10→2,21950,73
202603010604,単勝,7,440,2
202603010604,複勝,7,150,2
202603010604,複勝,10,1710,13
202603010604,複勝,4,130,1
202603010604,枠連,4-5,4300,16
202603010604,馬連,7-10,23160,46
202603010604,ワイド,7-10,6420,51
202603010604,ワイド,4-7,270,1
202603010604,ワイド,4-10,4360,40
202603010604,馬単,7→10,32650,75
202603010604,三連複,4-7-10,15520,42
202603010604,三連単,7→10→4,121520,322
202603010605,単勝,8,380,2
202603010605,複勝,8,150,1
202603010605,複勝,2,420,7
202603010605,複勝,15,1720,12
202603010605,枠連,2-5,1660,6
202603010605,馬連,2-8,3950,14
202603010605,ワイド,2-8,1360,14
202603010605,ワイド,8-15,5540,42
202603010605,ワイド,2-15,14760,70
202603010605,馬単,8→2,6190,25
202603010605,三連複,2-8-15,98130,157
202603010605,三連単,8→2→15,337190,689
202603010606,単勝,10,340,2
202603010606,複勝,10,150,1
202603010606,複勝,5,160,2
202603010606,複勝,13,390,8
202603010606,枠連,4-7,280,1
202603010606,馬連,5-10,590,1
202603010606,ワイド,5-10,290,1
202603010606,ワイド,10-13,960,10
202603010606,ワイド,5-13,1250,16
202603010606,馬単,10→5,1070,1
202603010606,三連複,5-10-13,3780,9
