,0,1,2,3
202103010101,単勝,9,860,5
202103010101,複勝,9,200,3
202103010101,複勝,4,260,6
202103010101,複勝,2,180,2
202103010101,枠連,3-6,650,3
202103010101,馬連,4-9,3420,15
202103010101,ワイド,4-9,910,12
202103010101,ワイド,2-9,570,6
202103010101,ワイド,2-4,740,10
202103010101,馬単,9→4,7370,31
202103010101,三連複,2-4-9,4170,15
202103010101,三連単,9→4→2,36010,116
202103010102,単勝,14,1520,6
202103010102,複勝,14,340,6
202103010102,複勝,7,210,4
202103010102,複勝,8,160,1
202103010102,枠連,5-8,550,2
202103010102,馬連,7-14,6170,21
202103010102,ワイド,7-14,1540,21
202103010102,ワイド,8-14,960,13
202103010102,ワイド,7-8,640,5
202103010102,馬単,14→7,14110,45
202103010102,三連複,7-8-14,8600,32
202103010102,三連単,14→7→8,70410,238
202103010103,単勝,3,370,2
202103010103,複勝,3,160,2
202103010103,複勝,11,470,8
202103010103,複勝,10,320,5
202103010103,枠連,2-6,1020,5
202103010103,馬連,3-11,3400,13
202103010103,ワイド,3-11,1070,13
202103010103,ワイド,3-10,800,8
202103010103,ワイド,10-11,2090,22
202103010103,馬単,3→11,5110,19
202103010103,三連複,3-10-11,10250,33
202103010103,三連単,3→11→10,41870,143
202103010104,単勝,8,200,1
202103010104,複勝,8,110,1
202103010104,複勝,7,180,4
202103010104,複勝,5,150,2
202103010104,枠連,6-6,700,3
202103010104,馬連,7-8,790,2
202103010104,ワイド,7-8,310,2
202103010104,ワイド,5-8,250,1
202103010104,ワイド,5-7,630,6
202103010104,馬単,8→7,1070,2
202103010104,三連複,5-7-8,1210,1
202103010104,三連単,8→7→5,4110,3
202103010105,単勝,2,200,1
202103010105,複勝,2,120,1
202103010105,複勝,1,360,7
202103010105,複勝,4,280,4
202103010105,枠連,1-2,1690,6
202103010105,馬連,1-2,1750,5
202103010105,ワイド,1-2,720,7
202103010105,ワイド,2-4,560,5
202103010105,ワイド,1-4,2400,26
202103010105,馬単,2→1,2220,8
202103010105,三連複,1-2-4,6040,21
202103010105,三連単,2→1→4,21370,66
202103010106,単勝,12,1580,6
202103010106,複勝,12,270,6
202103010106,複勝,5,120,1
202103010106,複勝,6,180,3
202103010106,枠連,3-7,540,2
202103010106,馬連,5-12,1290,5
202103010106,ワイド,5-12,500,5
202103010106,ワイド,6-12,1180,14
202103010106,ワイド,5-6,330,1
202103010106,馬単,12→5,3770,11
202103010106,三連複,5-6-12,2480,7
202103010106,三連単,12→5→6,20790,59
202103010107,単勝,16,1690,5
202103010107,複勝,16,410,5
202103010107,複勝,8,210,3
202103010107,複勝,10,940,11
202103010107,枠連,4-8,3090,10
202103010107,馬連,8-16,4750,16
202103010107,ワイド,8-16,1590,17
202103010107,ワイド,10-16,8630,52
202103010107,ワイド,8-10,3900,37
202103010107,馬単,16→8,10480,35
202103010107,三連複,8-10-16,54770,118
202103010107,三連単,16→8→10,305680,641
202103010108,単勝,4,310,1
202103010108,複勝,4,120,1
202103010108,複勝,3,130,2
202103010108,複勝,8,140,4
202103010108,馬連,3-4,650,1
202103010108,ワイド,3-4,270,1
202103010108,ワイド,4-8,360,6
202103010108,ワイド,3-8,330,4
202103010108,馬単,4→3,1160,1
202103010108,三連複,3-4-8,930,2
202103010108,三連単,4→3→8,4650,7
202103010109,単勝,6,200,1
202103010109,複勝,6,110,1
202103010109,複勝,7,130,3
202103010109,複勝,8,120,2
202103010109,枠連,6-7,210,1
202103010109,馬連,6-7,540,2
202103010109,ワイド,6-7,230,2
202103010109,ワイド,6-8,220,1
202103010109,ワイド,7-8,350,4
202103010109,馬単,6→7,720,2
202103010109,三連複,6-7-8,620,1
202103010109,三連単,6→7→8,2080,2
202103010110,単勝,9,660,3
202103010110,複勝,9,210,3
202103010110,複勝,8,210,2
202103010110,複勝,12,900,10
202103010110,枠連,6-6,2900,11
202103010110,馬連,8-9,2750,10
202103010110,ワイド,8-9,900,7
