,式別,馬番,配当,人気
0,単勝,8,6750,12
1,複勝,8,1880,12
2,複勝,6,630,9
3,複勝,3,460,6
4,枠連,5-6,480,1
5,馬連,6-8,27040,58
6,ワイド,6-8,7350,58
7,ワイド,3-8,9560,62
8,ワイド,3-6,2370,30
9,馬単,8→6,65130,119
10,3連複,3-6-8,99060,183
11,3連単,8→6→3,685450,1
