,式別,馬番,配当,人気
0,単勝,8,370,2
1,複勝,8,190,2
2,複勝,1,320,4
3,複勝,5,340,5
4,枠連,1-5,1420,5
5,馬連,1-8,1040,4
6,ワイド,1-8,400,3
7,ワイド,5-8,740,7
8,ワイド,1-5,1350,15
9,馬単,8→1,2000,7
10,3連複,1-5-8,4030,12
11,3連単,8→1→5,16070,44
