,式別,馬番,配当,人気
0,単勝,10,370,2
1,複勝,10,150,2
2,複勝,14,130,1
3,複勝,2,310,6
4,枠連,6-8,390,1
5,馬連,10-14,510,1
6,ワイド,10-14,250,1
7,ワイド,2-10,910,12
8,ワイド,2-14,760,11
9,馬単,10→14,970,2
10,3連複,2-10-14,2210,9
11,3連単,10→14→2,8930,30
