,0,1,2,3
202104010808,単勝,1,1020,4
202104010808,複勝,1,220,4
202104010808,複勝,3,130,2
202104010808,複勝,2,180,3
202104010808,枠連,1-3,1930,8
202104010808,馬連,1-3,1810,7
202104010808,ワイド,1-3,500,6
202104010808,ワイド,1-2,550,7
202104010808,ワイド,2-3,360,3
202104010808,馬単,1→3,4070,16
202104010808,三連複,1-2-3,2170,8
202104010808,三連単,1→3→2,14700,57
