,式別,馬番,配当,人気
0,単勝,6,300,1
1,複勝,6,140,1
2,複勝,11,210,5
3,複勝,8,170,2
4,枠連,5-7,1090,5
5,馬連,6-11,1240,4
6,ワイド,6-11,500,4
7,ワイド,6-8,380,2
8,ワイド,8-11,900,12
9,馬単,6→11,1960,6
10,3連複,6-8-11,2360,5
11,3連単,6→11→8,12440,21
