,式別,馬番,配当,人気
0,単勝,5,220,1
1,複勝,5,110,1
2,複勝,15,120,2
3,複勝,16,130,3
4,枠連,3-8,220,1
5,馬連,5-15,610,2
6,ワイド,5-15,210,2
7,ワイド,5-16,190,1
8,ワイド,15-16,280,3
9,馬単,5→15,880,3
10,3連複,5-15-16,440,1
11,3連単,5→15→16,2170,2
