,式別,馬番,配当,人気
0,単勝,12,1740,10
1,複勝,12,790,11
2,複勝,14,560,9
3,複勝,9,600,10
4,枠連,7-8,1310,5
5,馬連,12-14,11710,53
6,ワイド,12-14,3980,52
7,ワイド,9-12,4280,55
8,ワイド,9-14,2720,44
9,馬単,12→14,23080,107
10,3連複,9-12-14,39020,163
11,3連単,12→14→9,181610,830
