,式別,馬番,配当,人気
0,単勝,15,2650,9
1,複勝,15,670,8
2,複勝,10,820,9
3,複勝,14,3300,16
4,枠連,5-8,8780,26
5,馬連,10-15,24740,57
6,ワイド,10-15,5740,52
7,ワイド,14-15,21330,98
8,ワイド,10-14,24440,104
9,馬単,15→10,58630,129
10,3連複,10-14-15,535320,433
11,3連単,15→10→14,4309530,2
