,式別,馬番,配当,人気
0,単勝,9,1370,4
1,複勝,9,460,4
2,複勝,1,740,6
3,複勝,6,620,5
4,枠連,1-5,2470,10
5,馬連,1-9,9790,26
6,ワイド,1-9,2140,20
7,ワイド,6-9,2090,19
8,ワイド,1-6,3680,34
9,馬単,9→1,19130,48
10,3連複,1-6-9,36430,84
11,3連単,9→1→6,255870,505
