,式別,馬番,配当,人気
0,単勝,5,280,2
1,複勝,5,150,2
2,複勝,10,500,7
3,複勝,3,180,3
4,枠連,4-6,1290,5
5,馬連,5-10,5310,16
6,ワイド,5-10,1420,16
7,ワイド,3-5,340,3
8,ワイド,3-10,1380,17
9,馬単,5→10,7260,23
10,3連複,3-5-10,5880,18
11,3連単,5→10→3,32970,98
