,式別,馬番,配当,人気
0,単勝,5,14900,14
1,複勝,5,2770,14
2,複勝,7,300,4
3,複勝,6,500,7
4,枠連,3-4,2450,12
5,馬連,5-7,38870,68
6,ワイド,5-7,11990,76
7,ワイド,5-6,26200,99
8,ワイド,6-7,2510,30
9,馬単,5→7,112860,163
10,3連複,5-6-7,239760,306
11,3連単,5→7→6,2381550,2
