,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,サンタアニタ,牝4,53.0,斎藤,斎藤誠,482(+2),美浦,2022103594,1178,ナダル,ワンスインナムーン,アドマイヤムーン,0.805171917074094,4,0.0141975428778987,3,,3,55.2,56.8,48.6,6
1,1,2,ユキノエミリオ,牡4,53.0,木幡初,竹内,452(+8),美浦,2022104316,1153,ビッグアーサー,ブランカ,ディープインパクト,0.1271447378910981,9,-0.0422793836427902,17,,17,32.9,43.1,38.1,16
2,2,3,クレオズニードル,牝4,52.0,吉田豊,和田勇,480(+22),美浦,2022101629,733,ファインニードル,アーキオロジー,Seeking the Gold,0.2733434497597409,8,-0.0301016212150746,6,,7,53.6,47.4,46.8,11
3,2,4,クレパスキュラー,牡3,55.0,ルメール,栗田,486(0),美浦,2023106925,5339,リオンディーズ,エリスライト,ディープインパクト,-0.5305939004258678,14,-0.0970663566234406,1,,4,78.2,54.9,59.4,2
4,3,5,ラスティングスノー,牝3,52.0,横山琉,池上,478(+4),美浦,2023103293,1192,モズアスコット,プレザントブリーズ,マンハッタンカフェ,-0.0866218763585723,11,-0.0600852795363776,14,,5,45.2,49.8,45.8,13
5,3,6,ロジケープ,牡3,54.0,丹内,尾形,500(+10),美浦,2023104015,1091,ロジユニヴァース,ロジアイリッシュ,ハーツクライ,-0.7367548904412169,15,-0.1142387347256861,2,,1,55.6,83.4,80.9,1
6,4,7,タイキエクセロン,牡7,54.0,菊沢,橋田,510(-2),栗東,2019103996,1161,アメリカンペイトリオット,グッドイヴニング,コマンズ,-0.7753387894972674,16,-0.1174526177362403,16,,16,36.2,43.5,38.0,17
7,4,8,レイユール,牝4,51.0,嶋田,手塚久,424(+8),美浦,2022101464,1134,キズナ,レイカーラ,キングカメハメハ,0.4267959133511838,6,-0.0173196505555568,9,,13,50.4,44.6,47.6,8
8,5,9,ツーネサーン,牡5,57.0,横山武,矢作,508(-2),栗東,2021105584,1170,Frankel,ジェットセッティング,Fast Company,1.5573885880245886,1,0.0768541545259733,4,,6,55.1,47.7,58.0,3
9,5,10,ウインイザナミ,牝4,53.0,佐々木,上原博,516(+6),美浦,2022106229,1197,モーリス,コスモネモシン,ゼンノロブロイ,-0.8539341685795585,17,-0.1239992954883695,10,,14,49.2,44.6,48.4,7
10,6,11,ファムマルキーズ,牝3,52.0,小崎,大久保,446(-2),栗東,2023103798,1152,キタサンブラック,ダイワダッチェス,ワークフォース,0.3689551838475912,7,-0.0221375497937757,7,,2,53.1,61.2,54.7,5
11,6,12,ゴールドスター,牡5,56.0,横山和,奥村武,466(-2),美浦,2021103561,1140,キズナ,ワンスインナムーン,アドマイヤムーン,-0.4547410419425076,13,-0.0907481197643946,15,,15,38.4,43.7,43.3,15
12,7,13,ジョヴィアン,牡6,56.0,北村宏,井上,500(-10),栗東,2020110127,1043,Justify,Runway Doll,マジェスティックウォリアー,1.0273832412669015,3,0.0327068490146002,12,,9,46.3,46.1,43.4,14
13,7,14,トラスコンガーデン,牝3,51.0,江田照,竹内,440(-2),美浦,2023100935,689,ダノンスマッシュ,ジャルディナージュ,Bernardini,-0.142620680274514,12,-0.0647497538098396,8,,12,51.0,45.2,47.4,9
14,8,15,スターウェーブ,セ4,56.0,三浦,武井,504(+8),美浦,2022104771,1122,Kingman,コスモポリタンクイーン,Dubawi,1.3601704425600325,2,0.0604266792684628,5,,11,54.8,45.6,55.8,4
15,8,16,イゾラフェリーチェ,牝5,54.0,荻野極,鹿戸,506(+8),美浦,2021105516,1160,サトノクラウン,ケイティーズハート,ハーツクライ,0.5044270978335436,5,-0.0108532863207081,13,,10,45.6,45.8,46.5,12
16,8,17,メイケイバートン,牡7,56.0,戸崎圭,中竹,474(-2),栗東,2019104818,5386,ミッキーアイル,テイラーバートン,ジャングルポケット,-0.0147376627147716,10,-0.054097614769236,11,,8,49.0,46.5,47.4,10
