,式別,馬番,配当,人気
0,単勝,4,2560,8
1,複勝,4,490,8
2,複勝,3,150,2
3,複勝,2,230,5
4,枠連,3-4,7580,20
5,馬連,3-4,4160,16
6,ワイド,3-4,1230,15
7,ワイド,2-4,2060,25
8,ワイド,2-3,510,6
9,馬単,4→3,11020,41
10,3連複,2-3-4,6910,27
11,3連単,4→3→2,60650,230
