,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ザンクトガレン,牝3,52.0,▲川端,宮本,栗東,2022105103,1195,ナダル  Nadal(米)  ,ライツェント  ,スペシャルウィーク  ,-2.097849194522078,13,-0.9620451041316254,13,,
1,2,2,ヒサエノオモカゲ,牝3,55.0,北村友,千葉,美浦,2022101710,1102,ノーブルミッション  Noble Mission(英)  ,クレマチスクィーン  ,ダンスインザダーク  ,-1.176773321686338,11,-0.6434907189635837,11,,
2,2,3,コスモサンビタリア,牝3,55.0,小崎,西園翔,栗東,2022106765,1152,ゴールドシップ  ,ヴァレディクトーリアン  Valedictorian(米)  ,Temple City  ,0.10618360369063268,6,-0.19977965604941486,6,,
3,3,4,ポジティビティ,牡3,57.0,泉谷,飯田,栗東,2022101910,1182,モーニン  ,レースドール  ,クロフネ  ,2.4381855648703223,1,0.60674396796776,1,,
4,3,5,ワンダーキュイラス,牡3,53.0,★河原田,笹田,栗東,2022100164,1204,カリフォルニアクローム  California Chrome(米)  ,オールオールオール  ,アグネスタキオン  ,-2.736504927246672,14,-1.1829243935280265,14,,
5,4,6,アバットゥータ,牡3,57.0,井上,中竹,栗東,2022101139,1151,ハービンジャー  Harbinger(英)  ,グッディー  ,キングカメハメハ  ,-3.6605851953669375,15,-1.502517849765987,15,,
6,4,7,ルセルマンダムール,牡3,57.0,バデル,松永幹,栗東,2022105726,5644,アドマイヤマーズ  ,メダリアダムール  Medaglia d'Amour(米)  ,Medaglia d'Oro  ,-0.08248313109858313,8,-0.26503010660937504,8,,
7,5,8,ハッピーダンチャン,牡3,56.0,☆西塚,小椋,栗東,2022100529,1200,ダンカーク  Dunkirk(米)  ,ハッピーエム  ,プリサイスエンド  Precise End(米)  ,1.5373247373614207,2,0.29518096269050764,2,,
8,5,9,モズプリヴェール,牡3,57.0,幸,森田,栗東,2022102916,732,モズアスコット  ,モズジャカランダ  ,Congrats  (米)  ,1.2557926857835786,3,0.19781301262210915,3,,
9,6,10,メイショウフソウ,牡3,57.0,城戸,荒川,栗東,2022100438,1147,メイショウサムソン  ,デンコウデア  ,スペシャルウィーク  ,-1.5173595001106743,12,-0.7612825576865657,12,,
10,6,11,ゴールドプレミアム,牡3,57.0,酒井,大橋,栗東,2022103447,1034,ゴールドドリーム  ,ヤマイチシキブ  ,ブライアンズタイム  Brian's Time(米)  ,-0.9543065392097725,10,-0.5665505111021484,10,,
11,7,12,グレイルクエスト,牡3,56.0,☆吉村,小栗,栗東,2022105473,1216,リアルインパクト  ,フューチャーベース  ,ディスクリートキャット  Discreet Cat(米)  ,-0.4326413611384778,9,-0.3861324424446126,9,,
12,7,13,エアニゲラ,牝3,55.0,小沢,池添,栗東,2022102308,1185,アルアイン  ,エアベルヘザー  ,エンパイアメーカー  Empire Maker(米)  ,0.14210357270248686,5,-0.18735672327993724,5,,
13,8,14,ノイエムジーク,牡3,55.0,△鷲頭,前川,栗東,2022105707,1202,ジャスタウェイ  ,ターフェルムジーク  ,ノヴェリスト  Novellist(愛)  ,0.5573013562312872,4,-0.04376043707177836,4,,
14,8,15,ベラジオガルフ,牡3,57.0,岩田康,上村,栗東,2022105294,5203,レイデオロ  ,キャンディネバダ  Candy Nevada(亜)  ,Pure Prize  ,0.023802166640433615,7,-0.22827130239771296,7,,
