,race_type,course_len,ground_state,class,上り,通過1,通過2,通過3,通過4
0,芝,1200,全,all,34.1,5.5,5.4,,
1,芝,1200,良,all,33.9,5.5,5.4,,
2,芝,1200,稍重,all,34.3,6.9,6.7,,
3,芝,1200,重,all,34.6,4.9,4.5,,
4,芝,1200,不良,all,35.5,6.2,6.6,,
5,芝,1200,全,未勝利,34.4,5.6,5.4,,
6,芝,1200,良,未勝利,34.3,5.2,5.1,,
7,芝,1200,稍重,未勝利,34.7,8.1,8.1,,
8,芝,1200,重,未勝利,35.2,5.3,4.0,,
9,芝,1200,不良,未勝利,,,,,
10,芝,1200,全,新馬,34.3,4.8,4.2,,
11,芝,1200,良,新馬,34.1,4.9,4.3,,
12,芝,1200,稍重,新馬,,,,,
13,芝,1200,重,新馬,34.8,2.3,2.3,,
14,芝,1200,不良,新馬,35.2,7.2,7.2,,
15,芝,1200,全,1勝クラス,34.4,5.0,4.9,,
16,芝,1200,良,1勝クラス,34.1,5.5,5.2,,
17,芝,1200,稍重,1勝クラス,34.3,1.4,1.4,,
18,芝,1200,重,1勝クラス,34.7,5.4,5.4,,
19,芝,1200,不良,1勝クラス,36.2,5.4,6.0,,
20,芝,1200,全,2勝クラス,34.1,4.9,4.8,,
21,芝,1200,良,2勝クラス,34.0,4.8,4.7,,
22,芝,1200,稍重,2勝クラス,34.2,6.4,6.4,,
23,芝,1200,重,2勝クラス,35.0,3.0,3.3,,
24,芝,1200,不良,2勝クラス,,,,,
25,芝,1200,全,3勝クラス,33.6,6.1,6.3,,
26,芝,1200,良,3勝クラス,33.6,5.7,6.0,,
27,芝,1200,稍重,3勝クラス,33.7,7.7,7.0,,
28,芝,1200,重,3勝クラス,,,,,
29,芝,1200,不良,3勝クラス,34.9,5.0,4.0,,
30,芝,1200,全,オープン,33.7,6.3,6.2,,
31,芝,1200,良,オープン,33.5,5.7,5.6,,
32,芝,1200,稍重,オープン,34.3,11.0,10.0,,
33,芝,1200,重,オープン,34.2,7.4,6.7,,
