,race_type,course_len,ground_state,class,avg_time
0,芝,1200,全,all,68952
1,芝,1200,良,all,68675
2,芝,1200,稍重,all,68950
3,芝,1200,重,all,69575
4,芝,1200,不,all,69800
5,芝,1200,全,未勝利,69200
6,芝,1200,良,未勝利,69150
7,芝,1200,稍重,未勝利,
8,芝,1200,重,未勝利,69250
9,芝,1200,不,未勝利,
10,芝,1200,全,新馬,71400
11,芝,1200,良,新馬,
12,芝,1200,稍重,新馬,
13,芝,1200,重,新馬,71400
14,芝,1200,不,新馬,
15,芝,1200,全,1勝クラス,68800
16,芝,1200,良,1勝クラス,68650
17,芝,1200,稍重,1勝クラス,68950
18,芝,1200,重,1勝クラス,
19,芝,1200,不,1勝クラス,
20,芝,1200,全,2勝クラス,68950
21,芝,1200,良,2勝クラス,69500
22,芝,1200,稍重,2勝クラス,
23,芝,1200,重,2勝クラス,68400
24,芝,1200,不,2勝クラス,
25,芝,1200,全,3勝クラス,68200
26,芝,1200,良,3勝クラス,68200
27,芝,1200,稍重,3勝クラス,
28,芝,1200,重,3勝クラス,
29,芝,1200,不,3勝クラス,
30,芝,1200,全,オープン,68550
31,芝,1200,良,オープン,67300
32,芝,1200,稍重,オープン,
33,芝,1200,重,オープン,
34,芝,1200,不,オープン,69800
35,芝,1400,全,all,81710
36,芝,1400,良,all,81350
37,芝,1400,稍重,all,81262
38,芝,1400,重,all,83180
39,芝,1400,不,all,83700
40,芝,1400,全,未勝利,82287
41,芝,1400,良,未勝利,82175
42,芝,1400,稍重,未勝利,81800
43,芝,1400,重,未勝利,82300
44,芝,1400,不,未勝利,83700
45,芝,1400,全,新馬,83420
46,芝,1400,良,新馬,83500
47,芝,1400,稍重,新馬,
48,芝,1400,重,新馬,83400
49,芝,1400,不,新馬,
50,芝,1400,全,1勝クラス,81040
51,芝,1400,良,1勝クラス,81000
52,芝,1400,稍重,1勝クラス,81100
53,芝,1400,重,1勝クラス,
54,芝,1400,不,1勝クラス,
55,芝,1400,全,2勝クラス,80750
56,芝,1400,良,2勝クラス,81200
57,芝,1400,稍重,2勝クラス,80300
58,芝,1400,重,2勝クラス,
59,芝,1400,不,2勝クラス,
60,芝,1400,全,3勝クラス,80200
61,芝,1400,良,3勝クラス,80100
62,芝,1400,稍重,3勝クラス,80300
63,芝,1400,重,3勝クラス,
64,芝,1400,不,3勝クラス,
65,芝,1400,全,オープン,80900
66,芝,1400,良,オープン,80900
67,芝,1400,稍重,オープン,
68,芝,1400,重,オープン,
69,芝,1400,不,オープン,
70,芝,1600,全,all,95269
71,芝,1600,良,all,94881
72,芝,1600,稍重,all,95377
73,芝,1600,重,all,95857
74,芝,1600,不,all,96400
75,芝,1600,全,未勝利,95527
76,芝,1600,良,未勝利,95000
77,芝,1600,稍重,未勝利,96050
78,芝,1600,重,未勝利,95766
79,芝,1600,不,未勝利,96400
80,芝,1600,全,新馬,97380
81,芝,1600,良,新馬,97300
