,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ファーニスクリーク,セ3,57.0,団野,斉藤崇,栗東,2022105821,1180,キタサンブラック  ,トータルヒート  ,Street Cry  (愛)  ,-0.41977522040527654,10,-0.3816826835576144,10,,
1,2,2,ソコトラ,牡3,57.0,小沢,中内田,栗東,2022104175,1185,モーリス  ,マーガレットメドウ  ,Distorted Humor  (米)  ,2.0625689555319164,2,0.47683684351088146,2,,
2,2,3,ブルーセルリアン,牡3,57.0,秋山稔,宮,栗東,2022102325,1181,エイシンフラッシュ  ,チェキ  ,ゴールドアリュール  ,-2.76900723188716,14,-1.1941653259817435,14,,
3,3,4,テイエムダイタカ,牡3,57.0,国分優,小椋,栗東,2022103678,1125,ホッコータルマエ  ,ベガグレシヤス  ,アドマイヤドン  ,-1.1085109110258462,13,-0.6198821424072425,13,,
4,3,5,ブレスドナイル,牝3,55.0,佐々木,北出,栗東,2022110061,1197,Gun Runner  (米)  ,Pioneer Queen  ,Pioneerof the Nile  ,0.8114020940085737,5,0.044120384346529005,5,,
5,4,6,エイシンカーバイン,牡3,57.0,バデル,吉村,栗東,2022103655,5644,エイシンヒカリ  ,エイシンロード  ,ジャスタウェイ  ,0.6556292407664953,6,-0.009753706761328302,6,,
6,4,7,エイユービューティ,牝3,55.0,松若,藤野,栗東,2022106162,1154,フォーウィールドライブ  Four Wheel Drive(米)  ,エロイナ  ,ワークフォース  Workforce(英)  ,-4.061845872058596,15,-1.6412939831176192,15,,
7,5,8,リトルガールブルー,牝3,55.0,荻野極,森田,栗東,2022105213,1160,ドゥラメンテ  ,アフターダーク  ,ワークフォース  Workforce(英)  ,1.1425614844080396,3,0.15865196541654836,3,,
8,5,9,シストロン,牝3,51.0,★河原田,中竹,栗東,2022105319,1204,ドゥラメンテ  ,コルデトゥリーニ  ,ダイワメジャー  ,3.6067486820848957,1,1.0108918957473467,1,,
9,6,10,イフウドウドウ,牡3,57.0,角田和,角田,栗東,2022100126,1186,ルヴァンスレーヴ  ,ウインアルエット  ,ダンスインザダーク  ,0.2830340863599338,7,-0.13861586006380727,7,,
10,6,11,エイシンアニーモ,牡3,55.0,◇永島,高橋康,栗東,2022103367,1187,ラブリーデイ  ,エイシンルジーナ  ,タートルボウル  Turtle Bowl(愛)  ,-0.3874468500016559,9,-0.3705019063153398,9,,
11,7,12,フランコジャポネ,牝3,54.0,☆吉村,高橋亮,栗東,2022104689,1216,ドゥラメンテ  ,エライヤ  Elaya(仏)  ,Siyouni  ,-0.03813844461505679,8,-0.24969348260820712,8,,
12,7,13,ロカヒ,牡3,57.0,武豊,飯田,栗東,2022106644,666,キズナ  ,テンモース  ,Speightstown  (米)  ,-0.6628801615695012,11,-0.46576060520098506,11,,
13,8,14,カネトシエテルノ,牝3,55.0,田口,大橋,栗東,2022100167,1208,アジアエクスプレス  ,カネトシビバーチェ  ,キングカメハメハ  ,-0.8026969228317974,12,-0.5141162767950889,12,,
14,8,15,ライラックデューン,牝3,55.0,鮫島良,緒方,栗東,2022101473,1099,コパノリッキー  ,スターライラック  ,シニスターミニスター  Sinister Minister(米)  ,0.9209357939867943,4,0.08200264951141552,4,,
