,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ルルーディ,牝3,55.0,城戸,宮地,栗東,2022100883,1147,ストロングリターン  ,フラワーイレブン  ,ディープスカイ  ,-0.03562334391629376,12,-0.19816506018925306,12,,
1,1,2,ストラティファイド,牝3,52.0,▲川端,矢作,栗東,2022105701,1195,ロードカナロア  ,ストラティフィケーション  Stratification(米)  ,Australia  (英)  ,-1.388621961661116,16,-0.6274703189661027,16,,
2,2,3,ビジンハクメイ,牝3,52.0,▲田山,鈴木孝,栗東,2022103876,1220,シニスターミニスター  Sinister Minister(米)  ,クロンヌドール  ,アグネスタキオン  ,0.2789076851845869,10,-0.09836464423127515,10,,
3,2,4,ルージュカリーナ,牝3,55.0,Ａ．バデル,東田,栗東,2022105046,5644,エピファネイア  ,ボインビューティー  Boyne Beauty(米)  ,Giant's Causeway  (米)  ,0.2836355326358036,9,-0.09686450243742385,9,,
4,3,5,オールザレイジ,牝3,55.0,北村友,寺島,栗東,2022104713,1102,エピファネイア  ,オールポッシブル  ,ダイワメジャー  ,1.4402198170559808,4,0.27011866296141,4,,
5,3,6,クインズメレンゲ,牝3,55.0,田口,吉岡,栗東,2022103954,1208,ブラックタイド  ,ターフデザイナー  ,Unbridled's Song  (米)  ,1.474789807400748,3,0.2810876901697382,3,,
6,4,7,メイショウセオト,牝3,54.0,☆西塚,笹田,栗東,2022102552,1200,デクラレーションオブウォー  ,メイショウレクセラ  ,キングカメハメハ  ,2.166188823222705,2,0.5004679833294208,2,,
7,4,8,ポムドール,牝3,55.0,中井,藤野,栗東,2022103921,1141,リアルスティール  ,レッドレネット  ,キングカメハメハ  ,3.2847130465794714,1,0.8553747251831038,1,,
8,5,9,タガノレディブル,牝3,55.0,角田和,長谷川,栗東,2022106561,1186,ミッキーアイル  ,タガノジョイナー  ,キングカメハメハ  ,0.6098237287564986,8,0.006634722254289348,8,,
9,5,10,ベネチアンクローム,牝3,54.0,☆吉村,小栗,栗東,2022104388,1216,カリフォルニアクローム  California Chrome(米)  ,サトノフラリッシュ  ,エンパイアメーカー  Empire Maker(米)  ,-0.2979715146482441,13,-0.28140790157030376,13,,
10,6,11,モンサンヴデット,牝3,55.0,松若,平田,栗東,2022101460,1154,ルヴァンスレーヴ  ,モンサンアルビレオ  ,シニスターミニスター  Sinister Minister(米)  ,1.1691291423486025,5,0.1841018328398648,5,,
11,6,12,メイショウトキイロ,牝3,55.0,加藤,秋山,栗東,2022103258,1156,デクラレーションオブウォー  ,メイショウタチマチ  ,スペシャルウィーク  ,-0.554230555203626,14,-0.3627186673587461,14,,
12,7,13,ヴェントステラーレ,牝3,55.0,藤懸,田中克,栗東,2022104558,1138,サートゥルナーリア  ,スターリーウインド  ,ゼンノロブロイ  ,0.18616672821833025,11,-0.12779126744244573,11,,
13,7,14,トップレディー,牝3,55.0,秋山稔,北出,栗東,2022104408,1181,シャンハイボビー  Shanghai Bobby(米)  ,ブリリン  ,タイキシャトル  ,0.9121531525277259,7,0.10256357968675242,7,,
14,8,15,ツインギ,牝3,53.0,◇永島,小栗,栗東,2022105956,1187,リアルスティール  ,インザスポットライト  In The Spotlight(愛)  ,Exceed And Excel  ,1.012716044336717,6,0.1344720958708758,6,,
15,8,16,タンタンドル,牝3,55.0,団野,坂口,栗東,2022105251,1180,イスラボニータ  ,エヴァディングタンペット  Evading Tempete(英)  ,Dubai Destination  ,-0.9541291226425184,15,-0.48960612735112874,15,,
