,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ハギノカノア,牡5,58.0,荻野琢,秋山,482(+8),栗東,2020100978,01112,ロードカナロア,ハギノフェリス,ディープインパクト,-4.071171804602592,12
1,2,2,リアルクィーン,牝3,51.0,田山旺佑,石坂,456(0),栗東,2022107288,01220,リアルスティール,ジェイケイオジョウ,ハービンジャー Harbinger(英),-2.8436902396320267,6
2,3,3,グランキングオー,牡3,56.0,松山,高橋康,458(+2),栗東,2022100664,01126,シニスターミニスター Sinister Minister(米),ケリーズアリュール,ゴールドアリュール,-4.487546936971935,14
3,3,4,ディオスパーダ,牡3,53.0,▲和田陽,小椋,484(-2),栗東,2022100413,01223,コパノリッキー,シノニム,フレンチデピュティ French Deputy(米),-3.116456576046605,9
4,4,5,クリノクリスタル,牝5,56.0,田口,大橋,470(0),栗東,2020107081,01208,ブラックタイド,クリスタルキャノン,クロフネ,-2.505291234606299,4
5,4,6,メイショウオオコ,牡4,58.0,団野,荒川,470(-4),栗東,2021102572,01180,メイショウボーラー,デンコウミシオン,メイショウサムソン,-2.310753631265862,3
6,5,7,モックモック,牡5,58.0,武豊,寺島,498(-2),栗東,2020100061,00666,ダノンレジェンド,ジュピターズビコー,シングスピール Singspiel(愛),-2.1672542531373398,2
7,5,8,キーチパルフェ,牡4,58.0,鮫島駿,高柳大,476(+10),栗東,2021103727,01157,ドゥラメンテ,スプリングサンダー,クロフネ,-3.0548537662202837,8
8,6,9,アルベリック,牡4,56.0,△柴田裕,中竹,480(0),栗東,2021101554,01212,エイシンヒカリ,エイシンウィキ,キングカメハメハ,-2.6318671358030485,5
9,6,10,ショウナンカブト,セ5,58.0,岩田康,戸田,530(-6),美浦,2020104107,05203,ヘニーヒューズ Henny Hughes(米),イチリュウ,キングヘイロー,-4.291981780690911,13
10,7,11,フクキタテーラー,牝3,54.0,菱田,緒方,444(+2),栗東,2022104292,01144,ルヴァンスレーヴ,デュアルウィールド,アイルハヴアナザー I'll Have Another(米),-3.33078911170613,11
11,7,12,エルフストラック,牝4,56.0,Ｃデムーロ,中村,492(0),栗東,2021105616,05473,カリフォルニアクローム California Chrome(米),スペルオンミー,ダイワメジャー,-3.0228650071218417,7
12,8,13,グランドプラージュ,牡3,56.0,川田,杉山晴,524(0),栗東,2022105722,01088,シニスターミニスター Sinister Minister(米),ベルプラージュ,キングカメハメハ,-3.265740433624926,10
13,8,14,クリノフィガロ,牡4,58.0,岩田望,荒川,508(+10),栗東,2021101226,01174,ゴールドシップ,クリノスペシャル,スペシャルウィーク,-1.9253259188852634,1
