,式別,馬番,配当,人気
0,単勝,3,250,1
1,複勝,3,140,1
2,複勝,11,930,11
3,複勝,6,160,2
4,枠連,3-7,1180,4
5,馬連,3-11,5510,20
6,ワイド,3-11,1930,25
7,ワイド,3-6,330,1
8,ワイド,6-11,2920,34
9,馬単,3→11,7570,28
10,3連複,3-6-11,8640,33
11,3連単,3→11→6,42540,149
