,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,ポッドエルマー,牡3,58.0,大江圭,加藤和,美浦,2022105955,01120,ハービンジャー  Harbinger(英)  ,イタリアンホワイト  ,ステイゴールド  
1,2,2,テーオーリカード,セ5,60.0,小野寺,高柳大,栗東,2020106884,01123,パイロ  Pyro(米)  ,ナナイロボタン  ,ネオユニヴァース  
2,3,3,アンノウンウォリア,牡6,60.0,黒岩,平田,栗東,2019100577,01072,マジェスティックウォリアー  Majestic Warrior(米)  ,セイユウヴィーナス  ,ハーツクライ  
3,4,4,ヴィンテージボンド,牡6,60.0,難波,西園正,栗東,2019105095,01066,キズナ  ,ヴィンテージドール  ,ホワイトマズル  White Muzzle(英)  
4,5,5,アメリカンエール,セ7,60.0,高田,東田,栗東,2018110132,01046,Tapit  (米)  ,Sindy With an S  ,Broken Vow  
5,6,6,ロードプレジール,牡7,60.0,小牧加,佐藤悠,栗東,2018102576,01196,キングカメハメハ  ,キャトルフィーユ  ,ディープインパクト  
6,7,7,リプレイ,牝4,58.0,草野,戸田,美浦,2021104371,01113,ミッキーアイル  ,ヴェルナッツァ  Vernazza(米)  ,Unbridled's Song  (米)  
