,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202404010104,1,6,6,パトリック,牡8,60.0,森一馬,0:3:07.6,,14.4,6.0,480,[西] 岡田稲男,障害,2890,晴,良,2024年04月27日,オープン,2016102133,01139,8-8-4-3,13.0
202404010104,2,4,4,ヴィジュネル,牡6,60.0,中村将之,0:3:08.0,2.1/2,2.5,1.0,486,[西] 渡辺薫彦,障害,2890,晴,良,2024年04月27日,オープン,2018105500,01101,3-3-3-2,13.0
202404010104,3,2,2,サペラヴィ,牡7,62.0,大江原圭,0:3:08.0,クビ,8.6,4.0,486,[東] 南田美知,障害,2890,晴,良,2024年04月27日,オープン,2017100316,01120,2-2-1-1,13.0
202404010104,4,6,7,カイザーバローズ,牡6,60.0,小牧加矢,0:3:08.1,クビ,5.6,3.0,460,[西] 音無秀孝,障害,2890,晴,良,2024年04月27日,オープン,2018100401,01196,6-6-6-6,13.0
202404010104,5,7,8,ベストインクラス,牡6,60.0,金子光希,0:3:08.1,クビ,37.8,8.0,498,[東] 伊藤伸一,障害,2890,晴,良,2024年04月27日,オープン,2018104420,01052,8-8-8-6,13.0
202404010104,6,7,9,ブリヨンカズマ,牡5,60.0,伴啓太,0:3:08.5,2.1/2,12.1,5.0,520,[東] 高橋文雅,障害,2890,晴,良,2024年04月27日,オープン,2019105262,01149,10-10-6-8,13.0
202404010104,7,3,3,パーカッション,セ5,60.0,石神深一,0:3:08.5,ハナ,3.3,2.0,534,[東] 田中博康,障害,2890,晴,良,2024年04月27日,オープン,2019105296,01059,3-3-4-3,13.0
202404010104,8,5,5,オシリスブレイン,牡7,60.0,五十嵐雄,0:3:09.0,3,22.4,7.0,506,[東] 田村康仁,障害,2890,晴,良,2024年04月27日,オープン,2017102946,01069,3-5-8-8,13.1
202404010104,9,8,10,スーパーフェイバー,牡6,60.0,小野寺祐,0:3:10.2,7,50.3,10.0,502,[西] 西園翔太,障害,2890,晴,良,2024年04月27日,オープン,2018105506,01123,6-6-10-10,13.2
202404010104,10,1,1,ティートラップ,牡7,60.0,上野翔,0:3:11.0,5,47.2,9.0,474,[東] 伊藤伸一,障害,2890,晴,良,2024年04月27日,オープン,2017103381,01087,1-1-2-3,13.2
202404010104,11,8,11,ヒストリアノワール,セ6,57.0,坂口智康,0:3:11.8,5,111.4,11.0,438,[東] 嘉藤貴行,障害,2890,晴,良,2024年04月27日,オープン,2018104996,01211,11-11-11-11,13.3
