,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,テンメジャーガール,牝6,58.0,小野寺,高柳大,栗東,2019104549,01123,ダイワメジャー ,サンヴァンサン ,クロフネ 
1,2,2,アルカンサス,牡6,57.0,▲土田,土田,美浦,2019101023,01198,シルバーステート ,ラサンバ La Samba(豪) ,Orientate 
2,3,3,ジオフロント,牡7,60.0,小牧加,清水久,栗東,2018104881,01196,ハーツクライ ,アガルタ ,キングカメハメハ 
3,4,4,モーソンピーク,牡8,60.0,五十嵐,国枝,美浦,2017105588,01069,ディープインパクト ,モシーン Mosheen(豪) ,Fastnet Rock (豪) 
4,5,5,グルーヴビート,牡7,60.0,中村,中村,栗東,2018105021,01101,ディープブリランテ ,グルーヴァー ,シンボリクリスエス 
5,6,6,サラフィエル,セ6,60.0,伴,鈴木慎,美浦,2019101464,01149,ヤマニンセラフィム ,ティフィン ,トワイニング Twining(米) 
6,6,7,フォルコメン,セ9,60.0,石神深,森一,美浦,2016104926,01059,ヴィクトワールピサ ,イマーキュレイトキャット Immaculate Cat(米) ,Storm Cat (米) 
7,7,8,クラウドクラスター,牡6,60.0,江田勇,和田雄,美浦,2019101888,01023,アドマイヤムーン ,スプリングレイン ,Dubai Millennium (英) 
8,7,9,タナサンブラック,牡5,60.0,草野,伊坂,美浦,2020100606,01113,キタサンブラック ,スピニングレディ Spinning Lady(米) ,ハードスパン Hard Spun(米) 
9,8,10,ディナースタ,牡6,60.0,高田,辻野,栗東,2019101507,01046,ドゥラメンテ ,ラヴァリーノ Ravarino(米) ,Unbridled's Song (米) 
10,8,11,ソルドラード,セ9,60.0,上野,蛯名正,美浦,2016104874,01087,ロードカナロア ,ラドラーダ ,シンボリクリスエス 
