,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,モズシューター,牡3,57.0,Ｍデムーロ,飯田,栗東,2022102852,05212,モズアスコット ,モズフリムカナイデ ,クロフネ ,-3.1235474662152143,16
1,1,2,クリップクロップ,牝3,53.0,◇永島,村山,栗東,2022105331,01187,サトノダイヤモンド ,サイレントクロップ ,シンボリクリスエス ,-1.580895114516393,3
2,2,3,ピノルージュ,牝3,55.0,井上,上原佑,美浦,2022101728,01151,ドレフォン Drefong(米) ,オスカールビー ,ハーツクライ ,-2.051014777165441,8
3,2,4,アルクドラ,牝3,54.0,☆田口,石坂,栗東,2022105542,01208,アルアイン ,ラヴファンシフル ,ハービンジャー Harbinger(英) ,-0.7800279863339372,1
4,3,5,キャトルエピス,牝3,55.0,岩田康,栗田,美浦,2022105293,05203,キズナ ,キャリサガ Qualisaga(仏) ,Sageburg ,-1.0664525290400915,2
5,3,6,モルビド,牝3,55.0,川田,中内田,栗東,2022105525,01088,ブリックスアンドモルタル Bricks and Mortar(米) ,マルセリーナ ,ディープインパクト ,-2.16706611286456,10
6,4,7,セナスタイル,牝3,55.0,坂井,安田,栗東,2022105433,01163,Sottsass (仏) ,ヌーヴォレコルト ,ハーツクライ ,-1.850879269311927,6
7,4,8,パープルティアラ,牝3,55.0,酒井,渡辺,栗東,2022105756,01034,ルーラーシップ ,アサクサティアラ ,ディープインパクト ,-2.310842479421671,12
8,5,9,サンタンカ,牡3,56.0,☆泉谷,千田,栗東,2022101676,01182,モーリス ,ハピネス ,コマンズ Commands(豪) ,-1.6780556262458413,4
9,5,10,シェーラ,牝3,55.0,鮫島駿,牧田,栗東,2022102139,01157,フィエールマン ,ザッハトルテ ,クロフネ ,-2.825833193406152,15
10,6,11,ヴァンガルダ,牝3,55.0,団野,奥村豊,栗東,2022104726,01180,ハービンジャー Harbinger(英) ,ガラアフェアー ,ダイワメジャー ,-2.059975486803808,9
11,6,12,ランヴェルスマン,牡3,57.0,Ａルメート,斉藤崇,栗東,2022106118,05659,ロードカナロア ,シャッセロール ,クロフネ ,-2.569157184996095,14
12,7,13,レッドアトラーニ,牡3,57.0,武豊,国枝,美浦,2022105482,00666,エピファネイア ,ブラックスビーチ ,ディープインパクト ,-2.4106593244583525,13
13,7,14,シャヴィット,牝3,54.0,☆小沢,小椋,栗東,2022102094,01185,ミッキーロケット ,テレフォトグラフ ,ハーツクライ ,-3.566318723280789,18
14,7,15,ノーブルグレイド,牝3,55.0,高倉,宮本,栗東,2022101546,01130,エピファネイア ,エルミラドール ,ジャングルポケット ,-2.1695351242728833,11
15,8,16,サダルメリク,牝3,55.0,幸,今野,栗東,2022104585,00732,モーリス ,アイズオンリー ,ネオユニヴァース ,-2.0297871953537476,7
16,8,17,マッセダムール,牝3,55.0,菱田,橋口,栗東,2022107009,01144,レイデオロ ,ドロミティ Dolomiti(亜) ,Pure Prize ,-1.783228047397295,5
17,8,18,ケンエージェント,牡3,57.0,古川吉,千田,栗東,2022100148,01015,ディスクリートキャット Discreet Cat(米) ,ケンブリッジアロー ,ブラックタイド ,-3.124561033945523,17
