,race_type,course_len,ground_state,class,上り,通過1,通過2,通過3,通過4
0,芝,1200,全,all,34.2,6.2,5.8,,
1,芝,1200,良,all,34.1,6.4,6.0,,
2,芝,1200,稍重,all,34.7,5.8,5.4,,
3,芝,1200,重,all,35.1,3.5,3.6,,
4,芝,1200,不良,all,,,,,
5,芝,1200,全,未勝利,34.5,3.9,3.5,,
6,芝,1200,良,未勝利,34.5,4.0,3.6,,
7,芝,1200,稍重,未勝利,35.4,1.6,1.6,,
8,芝,1200,重,未勝利,35.2,3.4,3.4,,
9,芝,1200,不良,未勝利,,,,,
10,芝,1200,全,新馬,34.6,5.5,5.1,,
11,芝,1200,良,新馬,34.7,5.4,5.1,,
12,芝,1200,稍重,新馬,34.8,7.0,5.7,,
13,芝,1200,重,新馬,35.1,3.0,3.0,,
14,芝,1200,不良,新馬,,,,,
15,芝,1200,全,1勝クラス,34.4,5.3,4.8,,
16,芝,1200,良,1勝クラス,34.2,5.6,5.0,,
17,芝,1200,稍重,1勝クラス,34.6,5.8,5.4,,
18,芝,1200,重,1勝クラス,35.3,4.1,4.4,,
19,芝,1200,不良,1勝クラス,,,,,
20,芝,1200,全,2勝クラス,34.1,6.1,6.0,,
21,芝,1200,良,2勝クラス,34.1,6.0,5.9,,
22,芝,1200,稍重,2勝クラス,33.9,9.6,9.0,,
23,芝,1200,重,2勝クラス,34.8,3.8,3.8,,
24,芝,1200,不良,2勝クラス,,,,,
25,芝,1200,全,3勝クラス,33.8,8.3,7.7,,
26,芝,1200,良,3勝クラス,33.6,9.0,8.3,,
27,芝,1200,稍重,3勝クラス,34.5,5.2,5.2,,
28,芝,1200,重,3勝クラス,35.7,1.1,1.1,,
29,芝,1200,不良,3勝クラス,,,,,
30,芝,1200,全,オープン,34.0,7.6,7.3,,
31,芝,1200,良,オープン,33.7,8.8,8.5,,
32,芝,1200,稍重,オープン,34.7,3.4,3.0,,
33,芝,1200,重,オープン,35.0,2.2,2.2,,
34,芝,1200,不良,オープン,,,,,
35,芝,1400,全,all,34.8,5.6,5.4,,
36,芝,1400,良,all,34.6,5.6,5.4,,
37,芝,1400,稍重,all,35.0,5.8,5.8,,
38,芝,1400,重,all,35.5,5.7,5.8,,
39,芝,1400,不良,all,,,,,
40,芝,1400,全,未勝利,35.2,3.4,3.1,,
41,芝,1400,良,未勝利,35.1,3.4,3.1,,
42,芝,1400,稍重,未勝利,35.4,2.4,2.5,,
43,芝,1400,重,未勝利,36.2,6.8,6.5,,
44,芝,1400,不良,未勝利,,,,,
45,芝,1400,全,新馬,35.1,6.0,5.6,,
46,芝,1400,良,新馬,34.9,5.7,5.1,,
47,芝,1400,稍重,新馬,35.4,9.2,8.9,,
48,芝,1400,重,新馬,36.0,4.9,5.0,,
49,芝,1400,不良,新馬,,,,,
50,芝,1400,全,1勝クラス,34.8,5.9,5.7,,
51,芝,1400,良,1勝クラス,34.7,6.1,5.8,,
52,芝,1400,稍重,1勝クラス,34.8,5.7,6.1,,
53,芝,1400,重,1勝クラス,35.5,4.8,4.8,,
54,芝,1400,不良,1勝クラス,,,,,
55,芝,1400,全,2勝クラス,34.5,5.8,5.6,,
56,芝,1400,良,2勝クラス,34.4,5.8,5.7,,
57,芝,1400,稍重,2勝クラス,34.9,5.2,3.8,,
58,芝,1400,重,2勝クラス,34.2,12.5,12.5,,
59,芝,1400,不良,2勝クラス,,,,,
60,芝,1400,全,3勝クラス,34.3,7.1,6.4,,
61,芝,1400,良,3勝クラス,34.2,7.4,6.7,,
62,芝,1400,稍重,3勝クラス,34.8,5.8,5.8,,
63,芝,1400,重,3勝クラス,34.5,1.3,1.3,,
64,芝,1400,不良,3勝クラス,,,,,
65,芝,1400,全,オープン,34.4,6.3,6.4,,
66,芝,1400,良,オープン,34.3,6.1,6.1,,
67,芝,1400,稍重,オープン,34.8,10.0,10.0,,
68,芝,1400,重,オープン,35.6,4.0,4.0,,
69,芝,1400,不良,オープン,,,,,
70,芝,1600,全,all,34.1,7.1,6.8,,
71,芝,1600,良,all,33.9,7.1,6.8,,
72,芝,1600,稍重,all,34.5,7.7,7.0,,
73,芝,1600,重,all,34.8,9.4,8.7,,
74,芝,1600,不良,all,,,,,
75,芝,1600,全,未勝利,34.5,6.2,5.6,,
76,芝,1600,良,未勝利,34.2,6.0,5.6,,
77,芝,1600,稍重,未勝利,34.9,7.2,6.5,,
78,芝,1600,重,未勝利,35.0,8.5,7.2,,
79,芝,1600,不良,未勝利,,,,,
80,芝,1600,全,新馬,34.1,6.7,6.1,,
81,芝,1600,良,新馬,33.8,6.6,6.3,,
82,芝,1600,稍重,新馬,34.8,7.5,6.0,,
83,芝,1600,重,新馬,35.8,11.1,9.7,,
84,芝,1600,不良,新馬,,,,,
85,芝,1600,全,1勝クラス,34.0,7.5,7.4,,
86,芝,1600,良,1勝クラス,33.8,7.4,7.5,,
87,芝,1600,稍重,1勝クラス,34.3,8.4,7.6,,
88,芝,1600,重,1勝クラス,34.8,6.4,6.2,,
89,芝,1600,不良,1勝クラス,,,,,
90,芝,1600,全,2勝クラス,33.8,7.5,7.3,,
91,芝,1600,良,2勝クラス,33.6,7.7,7.5,,
92,芝,1600,稍重,2勝クラス,34.0,7.3,7.0,,
93,芝,1600,重,2勝クラス,34.9,10.2,10.2,,
94,芝,1600,不良,2勝クラス,,,,,
95,芝,1600,全,3勝クラス,33.8,6.2,6.1,,
96,芝,1600,良,3勝クラス,33.8,6.8,6.8,,
97,芝,1600,稍重,3勝クラス,34.1,4.7,4.3,,
98,芝,1600,重,3勝クラス,,,,,
99,芝,1600,不良,3勝クラス,,,,,
100,芝,1600,全,オープン,34.0,7.6,7.1,,
101,芝,1600,良,オープン,33.7,7.5,7.0,,
102,芝,1600,稍重,オープン,34.4,8.0,7.1,,
103,芝,1600,重,オープン,35.1,8.6,8.9,,
104,芝,1600,不良,オープン,,,,,
105,芝,1800,全,all,34.3,7.0,6.4,,
106,芝,1800,良,all,34.1,7.1,6.5,,
107,芝,1800,稍重,all,34.8,6.4,5.6,,
108,芝,1800,重,all,35.1,6.1,5.3,,
109,芝,1800,不良,all,38.6,3.0,1.0,,
110,芝,1800,全,未勝利,34.7,6.2,5.3,,
111,芝,1800,良,未勝利,34.6,6.4,5.4,,
112,芝,1800,稍重,未勝利,35.2,5.9,5.0,,
113,芝,1800,重,未勝利,35.4,1.6,1.6,,
114,芝,1800,不良,未勝利,38.6,3.0,1.0,,
115,芝,1800,全,新馬,34.0,6.5,5.8,,
116,芝,1800,良,新馬,33.9,7.1,6.0,,
117,芝,1800,稍重,新馬,34.7,9.0,9.6,,
118,芝,1800,重,新馬,34.1,1.9,1.9,,
119,芝,1800,不良,新馬,,,,,
120,芝,1800,全,1勝クラス,34.2,8.4,7.8,,
121,芝,1800,良,1勝クラス,34.0,8.0,7.7,,
122,芝,1800,稍重,1勝クラス,34.3,9.4,8.5,,
123,芝,1800,重,1勝クラス,34.8,16.2,12.8,,
124,芝,1800,不良,1勝クラス,,,,,
125,芝,1800,全,2勝クラス,33.8,7.0,6.6,,
126,芝,1800,良,2勝クラス,33.7,7.5,6.9,,
127,芝,1800,稍重,2勝クラス,34.0,4.0,4.0,,
128,芝,1800,重,2勝クラス,35.8,11.1,12.5,,
129,芝,1800,不良,2勝クラス,,,,,
130,芝,1800,全,3勝クラス,33.9,6.8,6.4,,
131,芝,1800,良,3勝クラス,33.8,6.8,6.4,,
132,芝,1800,稍重,3勝クラス,,,,,
133,芝,1800,重,3勝クラス,37.9,1.2,1.2,,
134,芝,1800,不良,3勝クラス,,,,,
135,芝,1800,全,オープン,34.1,7.3,7.0,,
136,芝,1800,良,オープン,33.9,7.1,7.0,,
137,芝,1800,稍重,オープン,35.5,6.0,5.1,,
138,芝,1800,重,オープン,34.4,1.8,1.8,,
139,芝,1800,不良,オープン,,,,,
140,芝,2000,全,all,35.0,7.1,7.0,6.8,5.8
141,芝,2000,良,all,34.9,7.2,7.2,6.9,6.0
142,芝,2000,稍重,all,35.3,6.1,6.1,5.8,4.9
143,芝,2000,重,all,35.8,8.4,8.2,7.4,6.8
144,芝,2000,不良,all,,,,,
145,芝,2000,全,未勝利,35.2,7.1,7.1,6.6,5.3
146,芝,2000,良,未勝利,35.1,7.0,7.1,6.4,5.3
147,芝,2000,稍重,未勝利,35.4,7.0,7.0,7.1,4.8
148,芝,2000,重,未勝利,35.8,10.9,8.5,7.3,6.8
149,芝,2000,不良,未勝利,,,,,
150,芝,2000,全,新馬,34.7,7.8,7.5,7.4,5.9
151,芝,2000,良,新馬,34.7,8.0,7.8,7.8,6.3
152,芝,2000,稍重,新馬,34.8,4.8,4.5,4.2,3.8
153,芝,2000,重,新馬,,,,,
154,芝,2000,不良,新馬,,,,,
155,芝,2000,全,1勝クラス,35.0,6.8,7.0,7.0,6.3
156,芝,2000,良,1勝クラス,34.8,6.8,7.0,7.1,6.4
157,芝,2000,稍重,1勝クラス,35.5,6.5,6.4,5.7,4.8
158,芝,2000,重,1勝クラス,35.8,7.9,8.5,7.9,7.3
159,芝,2000,不良,1勝クラス,,,,,
160,芝,2000,全,2勝クラス,35.1,6.4,6.3,6.0,5.8
161,芝,2000,良,2勝クラス,35.0,6.1,6.2,5.9,5.4
162,芝,2000,稍重,2勝クラス,35.2,9.0,9.0,8.8,9.0
163,芝,2000,重,2勝クラス,35.4,8.1,6.3,5.4,4.5
164,芝,2000,不良,2勝クラス,,,,,
165,芝,2000,全,3勝クラス,34.4,7.7,7.6,7.2,7.0
166,芝,2000,良,3勝クラス,34.3,7.4,7.3,7.3,7.1
167,芝,2000,稍重,3勝クラス,35.6,8.0,8.0,4.6,4.6
168,芝,2000,重,3勝クラス,,,,,
169,芝,2000,不良,3勝クラス,,,,,
170,芝,2000,全,オープン,34.8,7.8,7.7,7.4,6.1
171,芝,2000,良,オープン,34.7,8.2,8.1,7.8,6.4
172,芝,2000,稍重,オープン,35.1,4.8,4.8,4.2,4.4
173,芝,2000,重,オープン,36.8,1.4,1.4,1.4,1.4
174,芝,2000,不良,オープン,,,,,
175,芝,2200,全,all,35.2,9.2,9.1,7.6,6.6
176,芝,2200,良,all,34.9,9.8,9.6,7.7,6.9
177,芝,2200,稍重,all,35.8,5.8,5.9,5.7,4.3
178,芝,2200,重,all,35.9,9.7,9.8,8.7,6.9
179,芝,2200,不良,all,,,,,
180,芝,2200,全,未勝利,35.7,8.4,8.5,6.9,5.6
181,芝,2200,良,未勝利,35.4,7.9,8.0,6.7,5.7
182,芝,2200,稍重,未勝利,36.6,6.2,6.2,6.0,5.2
183,芝,2200,重,未勝利,36.3,11.9,11.9,9.3,7.1
184,芝,2200,不良,未勝利,,,,,
185,芝,2200,全,新馬,,,,,
186,芝,2200,良,新馬,,,,,
187,芝,2200,稍重,新馬,,,,,
188,芝,2200,重,新馬,,,,,
189,芝,2200,不良,新馬,,,,,
190,芝,2200,全,1勝クラス,35.4,7.5,6.8,5.9,5.8
191,芝,2200,良,1勝クラス,35.4,7.4,6.8,5.8,5.9
192,芝,2200,稍重,1勝クラス,,,,,
193,芝,2200,重,1勝クラス,35.5,15.0,15.0,11.0,7.0
194,芝,2200,不良,1勝クラス,,,,,
195,芝,2200,全,2勝クラス,34.9,10.1,10.0,8.1,6.5
