,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,エクセルゴールド,牡5,58.0,津村,武市,478(-8),美浦,2021104490,1092,ゴールドアクター,エリーティアラ,ケイムホーム,-0.5726591784771835,14,-0.7613307046475406,13,,10,45.2,47.0,44.7,12
1,1,2,トーセントラム,牡6,58.0,菊沢,佐藤吉,450(-4),美浦,2020102535,1161,ヴァンキッシュラン,ローザデルドバイ,Dubai Destination,1.0598331977987554,4,0.2062341886298012,5,,4,48.3,48.3,48.8,6
2,2,3,レザンノワール,牡5,58.0,丹内,伊藤圭,468(-6),美浦,2021104665,1091,シルバーステート,ララサンタフェーズ,スペシャルウィーク,1.0678079162208334,3,0.2109607390818018,10,,6,45.7,48.2,45.9,9
3,2,4,ロードトレゾール,牡5,58.0,横山琉,清水久,544(+6),栗東,2021100144,1192,ロードカナロア,キープセイク,Sea The Stars Sea the Stars,0.8606127805832758,6,0.088157875059819,8,,2,46.9,54.4,50.5,5
4,3,5,ビービーエフォート,牝4,56.0,横山武,高柳瑞,424(+22),美浦,2022102421,1170,グレーターロンドン,ビービーラッハーン,シンボリクリスエス,1.4371519162777575,2,0.4298679102215091,7,,8,46.9,47.2,46.4,8
5,3,6,アオイレーギーナ,牝4,56.0,池添,宮地,488(+4),栗東,2022102939,1032,リアルスティール,マチャプチャレ,ヨハネスブルグ,1.84475049992974,1,0.6714482605021557,1,,1,85.2,86.4,85.1,1
6,4,7,レイククレセント,牝5,56.0,坂井,大竹,424(0),美浦,2021105077,1163,ハーツクライ,ジュリエットシアトル,Seattle Fitz,0.8560926570470404,7,0.0854788347711808,2,,9,56.5,47.2,53.9,3
7,4,8,ホウオウシェリー,牝5,56.0,矢野貴,池上,446(-2),美浦,2021103486,5380,ブリックスアンドモルタル,オヒア,ブラックタイド,0.6375359879516078,9,-0.0440579173028327,6,,12,48.0,45.9,48.4,7
8,5,9,ピースフルナイト,牝6,53.0,▲石田,畑端,416(-2),栗東,2020106821,1203,ファインニードル,フロレンティナ,クロフネ,0.8644043097478286,5,0.0904050834172798,9,,3,45.9,51.5,45.4,10
9,5,10,スムースベルベット,牝6,56.0,嶋田,手塚徳,502(-2),美浦,2020106987,1134,ディスクリートキャット,ローブドヴルール,サウスヴィグラス,-0.1252391038204787,12,-0.4961484820065322,11,,14,45.6,45.7,44.6,14
10,6,11,ジャガード,牡8,58.0,吉田豊,和田雄,430(+6),美浦,2018103485,733,トーセンラー,オーガンディー,フレンチデピュティ,-0.555512953074102,13,-0.7511682769429241,16,,16,45.1,45.4,44.5,15
11,6,12,メイショウミリオレ,牝5,56.0,高杉,藤岡健,488(-8),栗東,2021103278,1213,ルーラーシップ,メイショウメイゲツ,ディープインパクト,-0.0697153714538867,11,-0.46324001948483,15,,13,45.1,45.7,44.5,16
12,7,13,カリーシ,牝5,56.0,戸崎圭,武井,460(+4),美浦,2021105833,5386,モーリス,ラクアミ,ダイワメジャー,-0.5737468156222444,15,-0.7619753382969705,12,,11,45.2,46.0,45.1,11
13,7,14,ダイヤモンドフジ,牡7,58.0,荻野琢,宮本,460(-6),栗東,2019109096,1112,ミッキーアイル,マウントフジ,Orientate,-0.6689889264292872,16,-0.8184245592046635,14,,15,45.1,45.5,44.6,13
14,8,15,ピコアーガイル,牡5,58.0,佐々木,伊藤大,488(0),美浦,2021110165,1197,Justify,Solar Girl,Lonhro,0.1018865665731261,10,-0.361532952875395,4,,7,51.2,47.4,52.8,4
15,8,16,ポッドロワール,牡4,58.0,荻野極,畠山,510(-4),美浦,2022101573,1160,レイデオロ,レディヴァルール,Multiplex,0.7695105816036613,8,0.034162346067442,3,,5,54.1,48.3,54.7,2
