,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,サンライズジャッジ,牡3,57.0,松若,小椋,500(0),栗東,2023101574,1154,ダノンキングリー,サイモンドルチェ,ジャングルポケット,-0.3894575885010195,9,-0.0208597666075593,10,,5,45.7,48.5,44.0,11
1,2,2,サンセットロード,牡3,57.0,秋山稔,高橋忠,450(0),栗東,2023103313,1181,マインドユアビスケッツ,アフターダーク,ワークフォース,-1.2822688763485148,14,-0.0429010289193964,12,,13,45.7,44.1,43.6,13
2,3,3,レグラヴィエール,牡3,57.0,小沢,浜田,498(+6),栗東,2023100774,1185,アメリカンペイトリオット,サンヴィヴァン,マンハッタンカフェ,-0.1653077362000226,8,-0.0153260712354531,13,,8,45.7,46.7,43.7,12
3,3,4,トーレス,牡3,57.0,古川吉,秋山,466(0),栗東,2023100645,1015,シルバーステート,ロイヤルライン,クロフネ,-1.0101699267566644,11,-0.0361835910863817,11,,14,45.7,44.1,44.3,10
4,4,5,ブクブクー,牡3,57.0,斎藤,小栗,468(+8),栗東,2023107528,1178,Yaupon,Vietnam,Violence,0.1263224514169743,5,-0.008126456321518,5,,11,48.1,45.4,51.1,4
5,4,6,アメリカンイズム,牡3,57.0,松山,池江,484(-14),栗東,2023110081,1126,Authentic,Crescentcitypretty,Bernardini,0.6221590870205986,3,0.0041145015358887,2,,3,56.8,52.4,57.0,2
6,5,7,ピエナオルカ,牡3,57.0,幸,谷,482(-2),栗東,2023100715,732,ゴールドドリーム,ピエナアイリス,スウェプトオーヴァーボード,-0.6538052268271553,10,-0.0273858440857108,3,,4,50.1,48.8,53.8,3
7,5,8,ジャッキーバローズ,牡3,57.0,富田,石坂,520(0),栗東,2023100098,1168,クリソベリル,レガーロブロッサム,オルフェーヴル,0.0500718218147297,6,-0.010008892342861,9,,2,46.0,55.2,44.3,9
8,6,9,ショーンバローズ,牡3,57.0,田口,松下,456(0),栗東,2023105467,1208,サンダースノー,チェリーミルズ,Invincible Spirit,-0.1601725111185988,7,-0.0151992954603362,7,,12,46.4,45.2,46.9,8
9,6,10,タイセイサーブル,牡3,57.0,鮫島駿,高野,474(+2),栗東,2023104674,1157,エスポワールシチー,ジョワユーズ,エンパイアメーカー,0.745771013242421,2,0.0071661686998371,6,,6,46.5,47.4,48.9,6
10,7,11,ストロングボーイ,牡3,57.0,岩田望,野中,524(-16),栗東,2023106397,1174,アスクピーターパン,サンキューアスク,シンボリクリスエス,-1.129161386714765,13,-0.0391211905740944,8,,7,46.3,47.3,47.9,7
11,7,12,イロゴルシ,牡3,54.0,▲橋木,牧田,514(+2),栗東,2023106126,1215,ゴールドシップ,イロジカケ,クロフネ,-1.0525226129598757,12,-0.037229172251094,14,,10,45.7,45.6,43.6,14
12,8,13,マイカラー,牡3,54.0,▲田山,吉岡,468(+8),栗東,2023110031,1220,City of Light,Moart,Uncle Mo,1.3792455035426665,1,0.0228050585734494,4,,9,48.2,46.2,49.3,5
13,8,14,ワザオギ,牡3,57.0,西村淳,坂口,494(0),栗東,2023110073,1171,Gun Runner,Ladies' Privilege,Harlan's Holiday,0.3634683023264967,4,-0.0022719224718592,1,,1,83.1,83.0,81.6,1
