,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,エレーデサンライズ,牝2,55.0,藤懸,平田,450(0),栗東,2023100912,01138,エピファネイア  ,カラズマッチポイント  Kara's Match Point(米)  ,Curlin  (米)  ,-3.302173924685528,9
1,2,2,メイショウショカツ,牡2,56.0,小沢,石橋,444(0),栗東,2023101207,01185,リオンディーズ  ,マルニ  ,スクリーンヒーロー  ,-3.3796780265536426,10
2,2,3,アジーザム,牝2,55.0,高杉,吉村,392(0),栗東,2023102951,01213,ドレフォン  Drefong(米)  ,ミッキーバディーラ  ,ディープインパクト  ,-1.6827329491398184,4
3,3,4,メリオルヴィア,牝2,54.0,☆吉村,辻野,450(0),栗東,2023103723,01216,ロードカナロア  ,メリオーラ  Meliora(愛)  ,Starspangledbanner  ,-2.6187987557216976,8
4,3,5,カモンレイル,牡2,56.0,鮫島駿,中竹,446(0),栗東,2023104378,01157,コントレイル  ,ヴェントス  ,ウォーエンブレム  War Emblem(米)  ,-6.039660693724087,15
5,4,6,ジューンアゲイン,牡2,56.0,富田,長谷川,440(0),栗東,2023101003,01168,リオンディーズ  ,マンハッタンガール  ,マンハッタンカフェ  ,-1.937684611389577,5
6,4,7,ヤマニンフェイエル,牡2,56.0,菱田,中村,460(0),栗東,2023104358,01144,フィエールマン  ,ヤマニンアタシャン  ,フレンチデピュティ  French Deputy(米)  ,-4.924115339462019,12
7,5,8,アクアアイ,牝2,55.0,岩田望,四位,454(0),栗東,2023106837,01174,ドレフォン  Drefong(米)  ,アドマイヤセプター  ,キングカメハメハ  ,-0.20493002797808768,1
8,5,9,ダブルインカム,牝2,55.0,秋山稔,高橋忠,448(0),栗東,2023101303,01181,ジャスタウェイ  ,エクセレントビュー  ,チチカステナンゴ  Chichicastenango(仏)  ,-2.4788654428823604,7
9,6,10,ジーティーウタマロ,牡2,56.0,田口,鈴木孝,462(0),栗東,2023100823,01208,スワーヴリチャード  ,アズレージョ  ,タートルボウル  Turtle Bowl(愛)  ,-5.029465256867709,13
10,6,11,エロイーズ,牝2,54.0,☆西塚,吉田,444(0),栗東,2023106993,01200,ラブリーデイ  ,グレーパール  ,クロフネ  ,-0.6533158439802768,2
11,7,12,ヒシアイラ,牡2,56.0,荻野極,池江,454(0),栗東,2023100545,01160,モーリス  ,ジングルベルロック  ,ロックオブジブラルタル  ,-1.644860829293139,3
12,7,13,ヨドノクラウン,牡2,56.0,高倉,渡辺,450(0),栗東,2023101821,01130,サトノクラウン  ,サフランパートナー  ,アドマイヤボス  ,-2.033705870809269,6
13,8,14,タガノエルー,牡2,56.0,古川吉,宮,458(0),栗東,2023104324,01015,モズアスコット  ,タガノバトラ  ,フレンチデピュティ  French Deputy(米)  ,-5.395562191985456,14
14,8,15,ダンツアラーム,牝2,55.0,和田竜,本田,440(0),栗東,2023104027,01018,リアルスティール  ,ビクトリアスマイル  ,ノヴェリスト  Novellist(愛)  ,-4.439379390149867,11
