,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,パスコード,牝3,55.0,佐々木,高柳大,栗東,2022104738,01197,ブリックスアンドモルタル  Bricks and Mortar(米)  ,キープシークレット  ,ダイワメジャー  ,-2.404844876377864,10
1,1,2,デルマケプラー,牝3,55.0,秋山稔,高橋康,栗東,2022105208,01181,ブリックスアンドモルタル  Bricks and Mortar(米)  ,アスクデピュティ  ,フレンチデピュティ  French Deputy(米)  ,-1.4698475044399633,4
2,2,3,ホルンフェルス,牝3,55.0,鮫島良,河嶋,栗東,2022104100,01099,リオンディーズ  ,ラブディラン  ,Dylan Thomas  (愛)  ,-2.636063209648706,14
3,2,4,フィオレストラーダ,牝3,55.0,団野,杉山晴,栗東,2022100626,01180,エピファネイア  ,キャトルフィーユ  ,ディープインパクト  ,-0.3696727253752602,1
4,3,5,カウンティフェア,牝3,53.0,◇永島,高野,栗東,2022104121,01187,サートゥルナーリア  ,カウントオンイット  ,クロフネ  ,-2.410113556213853,11
5,3,6,クリノフローレンス,牝3,55.0,長岡,南田,美浦,2022101857,01142,アドミラブル  ,クリノリーソクツモ  ,プリサイスエンド  Precise End(米)  ,-0.9184819504520596,3
6,4,7,ラブリイグレイス,牝3,55.0,酒井,宮地,栗東,2022104975,01034,サトノクラウン  ,ピサノグラフ  ,サンデーサイレンス  Sunday Silence(米)  ,-1.8019137265290208,6
7,4,8,エイシンアビス,牝3,55.0,角田和,野中,栗東,2022102618,01186,エイシンヒカリ  ,エイシンゾーン  ,ジャスタウェイ  ,-2.0143654191212645,8
8,5,9,ストンプ,牝3,54.0,☆吉村,清水久,栗東,2022104776,01216,ドゥラメンテ  ,コンドコマンド  Condo Commando(米)  ,Tiz Wonderful  ,-1.8701277180275095,7
9,5,10,ジーティービジン,牝3,55.0,北村友,松下,栗東,2022105176,01102,シルバーステート  ,レーヴドカナロア  ,ロードカナロア  ,-2.548348544919815,13
10,6,11,ブラックソンソルト,牝3,55.0,バデル,松永幹,栗東,2022105106,05644,アドマイヤマーズ  ,ライラックスアンドレース  Lilacs and Lace(米)  ,Flower Alley  ,-2.7893664844032986,15
11,6,12,パクシー,牝3,55.0,中井,中内田,栗東,2022104974,01141,モーリス  ,ピクシーホロウ  ,キングヘイロー  ,-2.4454593133803915,12
12,7,13,ジュヌフィーユ,牝3,55.0,田口,四位,栗東,2022104679,01208,キズナ  ,エクセランフィーユ  ,Frankel  ,-0.9027777660756756,2
13,7,14,ジュリアナガール,牝3,51.0,★河原田,笹田,栗東,2022102609,01204,フサイチセブン  ,グランソフィア  ,キングカメハメハ  ,-4.187346332670802,16
14,8,15,ミュトスオード,牝3,55.0,小沢,渡辺,栗東,2022105113,01185,レイデオロ  ,ラスティングソング  ,フジキセキ  ,-1.732605426034653,5
15,8,16,バリアシオン,牝3,55.0,武豊,西園正,栗東,2022106690,00666,サトノダイヤモンド  ,ラビルキン  La Birkin(亜)  ,Indygo Shiner  ,-2.246832530343223,9
