,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,メイショウゲキハ,牡3,57.0,藤岡佑,藤原,栗東,2022102563,01093,トランセンド  ,エメラルドタワー  ,アドマイヤマックス  ,-2.198883243286286,14
1,2,2,オキョンピー,牡3,57.0,横山武,高柳瑞,美浦,2022100220,01170,ファインニードル  ,ソーユーフォリア  ,エピファネイア  ,-0.8126234976067348,6
2,3,3,レッドアトラーニ,牡3,54.0,▲舟山,国枝,美浦,2022105482,01221,エピファネイア  ,ブラックスビーチ  ,ディープインパクト  ,-0.6366862265067843,4
3,3,4,ジーティーレイナ,牝3,53.0,△鷲頭,天間,美浦,2022100015,01202,ドレフォン  Drefong(米)  ,レイナプティ  ,ネオユニヴァース  ,-0.6352060603242423,3
4,4,5,ワンダーヴァッフェ,セ3,54.0,▲古川奈,小崎,栗東,2022100160,01190,ダノンレジェンド  ,イダ  ,エピファネイア  ,-1.244372645745887,7
5,4,6,トウカイフルーレ,牡3,57.0,鮫島駿,野中,栗東,2022102445,01157,ファインニードル  ,トウカイセンス  ,ハーツクライ  ,-0.2836873839199302,2
6,5,7,ノロシ,牡3,54.0,▲柴田裕,高木,美浦,2022103539,01212,ウインブライト  ,ヌーナ  ,Congrats  (米)  ,-0.6577676934273201,5
7,5,8,ゴールドブリーダー,牡3,57.0,横山和,千葉,美浦,2022106847,01140,ゴールドアクター  ,ゴールドジャパン  ,スターリングローズ  ,-1.940175674566327,12
8,6,9,ミスターボビー,牡3,57.0,菱田,栗田,美浦,2022107362,01144,オルフェーヴル  ,ホットランナー  ,ダイワメジャー  ,-1.4289802430271865,9
9,6,10,コスモクイーンビー,牝3,55.0,川又,岩戸,美浦,2022106791,01166,McKinzie  (米)  ,バルタ  ,Crimson Tide  ,2.02221311548973,1
10,7,11,サザンブラック,牡3,54.0,▲橋木,根本,美浦,2022101347,01215,ブラックタイド  ,ローズゴールド  ,サウスヴィグラス  ,-1.3543156427820302,8
11,7,12,ジョードリウム,牡3,57.0,丹内,清水久,栗東,2022100997,01091,ホッコータルマエ  ,ジョーアラマート  ,キングヘイロー  ,-1.723269421803151,10
12,8,13,マーウォルス,牡3,57.0,キング,茶木,栗東,2022102394,05643,アドマイヤマーズ  ,ウェイクミーアップ  ,ロックオブジブラルタル  ,-1.9374707579084993,11
13,8,14,アシャカルーク,牡3,54.0,▲小林美,鈴木伸,美浦,2022104486,01206,シニスターミニスター  Sinister Minister(米)  ,アシャカダイキ  ,スマートファルコン  ,-2.1522171958815144,13
