,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ダイタジャスティス,牡4,55.0,▲上里,小野,美浦,2021102954,01217,ホッコータルマエ ,ミッシェルズナイト ,ネオユニヴァース ,-0.887390906425976,12
1,1,2,オウケンシルヴァー,牡4,58.0,木幡育,松永康,美浦,2021103017,01167,ニューイヤーズデイ ,メロウメロディ ,キャプテンスティーヴ Captain Steve(米) ,-0.49852058680464423,10
2,2,3,ヒットアンドロール,牡4,55.0,▲石田,田中勝,美浦,2021104974,01203,ブリックスアンドモルタル Bricks and Mortar(米) ,エオリアンハープ ,キングカメハメハ ,-0.6098860230236578,11
3,2,4,キャストロペペ,牡4,58.0,三浦,堀内,美浦,2021100257,01122,シャンハイボビー Shanghai Bobby(米) ,キャストロメファ ,トワイニング Twining(米) ,0.7857120175734513,4
4,3,5,ウヌボレヤサン,牡4,58.0,石川,本間,美浦,2021104052,01150,ダノンレジェンド ,サクラヴァニータ ,サクラローレル ,0.9732503129826863,3
5,3,6,チャコワールド,牡6,58.0,野中,根本,美浦,2019102953,01158,アイファーソング ,アグリデジタル ,アグネスデジタル ,-1.973356085620158,16
6,4,7,マンダリンボレロ,牡5,55.0,▲遠藤,伊藤伸,美浦,2020101655,01218,スピルバーグ ,ジャーメイン ,アドマイヤムーン ,-1.3218508216398648,15
7,4,8,マッスルバック,牡4,58.0,武藤,水野,美浦,2021103809,01169,ミュゼスルタン ,ベルシエロ ,ダイワメジャー ,1.1986803282145573,2
8,5,9,ヴァンナチュール,牡5,58.0,杉原,林,美浦,2020105137,01135,ヴァンセンヌ ,ジョイオブライフ ,ゼンノロブロイ ,-1.156384114243313,14
9,5,10,パーセルペーパー,牡4,58.0,柴田大,和田雄,美浦,2021106840,01009,ロージズインメイ Roses in May(米) ,ビジュティエ ,オルフェーヴル ,-0.40289903669654953,8
10,6,11,ロードインフェルノ,牡4,55.0,▲長浜,尾形,美浦,2021101201,01214,サトノアラジン ,ショウナンカガリビ ,フレンチデピュティ French Deputy(米) ,-0.27049445948849427,7
11,6,12,メンドロントット,牡4,58.0,木幡巧,杉浦,美浦,2021105023,01162,ドゥラメンテ ,グレナディーン ,スペシャルウィーク ,-0.1821999762074026,5
12,7,13,ソニックライン,セ4,58.0,戸崎圭,浅利,美浦,2021105871,05386,リアルインパクト ,ルミナスパレード ,シンボリクリスエス ,1.2464518189618568,1
13,7,14,ウインイメル,牡4,58.0,黛,深山,美浦,2021106213,01109,サンダースノー Thunder Snow(愛) ,コスモネモシン ,ゼンノロブロイ ,-0.89842929996528,13
14,8,15,サクセスパルス,牡5,58.0,原,高柳瑞,美浦,2020101126,01184,エピファネイア ,サクセスフィリア ,ディープインパクト ,-0.4246270971654526,9
15,8,16,タナサンブラック,牡5,58.0,菊沢,伊坂,美浦,2020100606,01161,キタサンブラック ,スピニングレディ Spinning Lady(米) ,ハードスパン Hard Spun(米) ,-0.1862853255873469,6
