,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ウォーターリーダー,牡5,60.0,高田,藤野,450(-4),栗東,2020100948,01046,ルーラーシップ,ウォーターラボ,マンハッタンカフェ
1,2,2,メイショウコガシラ,牡5,60.0,森一,本田,500(+6),栗東,2020100979,01139,メイショウボーラー,マイラッキー,Elusive Quality
2,3,3,プリンセスララア,牝8,57.0,▲土田,的場,438(+10),美浦,2017100655,01198,スピルバーグ,ナックオフィス,ジェネラス Generous(愛)
3,4,4,コレクテイニア,牡5,60.0,草野,戸田,470(0),美浦,2020110020,01113,Collected,ダンスウィズキトゥン,Kitten's Joy (米)
4,5,5,ゴールデンスロープ,セ4,60.0,大江圭,小笠,440(+2),美浦,2021102482,01120,ゴールドシップ,ブリュメール,ティンバーカントリー Timber Country(米)
5,6,6,ケイアイカラキア,セ3,56.0,▲水沼,上原博,466(-2),美浦,2022103855,01201,ミスターメロディ,クインズゴールド,ステイゴールド
6,7,7,パルピタシオン,牝3,56.0,伴,天間,436(+12),美浦,2022101277,01149,モズアスコット,クラウンイヴ,ブラックタイド
7,7,8,スラーヴァ,牡4,57.0,▲坂口,高橋文,484(+4),美浦,2021103916,01211,シャンハイボビー Shanghai Bobby(米),ポリアフ,キングカメハメハ
8,8,9,トリップトゥムーン,牡6,60.0,石神深,粕谷,464(+8),美浦,2019103193,01059,アドマイヤムーン,レディパッション,ネオユニヴァース
9,8,10,モズバンディット,牡5,57.0,▲鷲頭,中尾,454(-4),栗東,2020101268,01202,ドレフォン Drefong(米),アマルティア,アドマイヤムーン
