,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,エスカラムサ,牝3,55.0,秋山稔,高橋忠,栗東,2022101664,01181,デクラレーションオブウォー ,チャレアーダ ,ディープインパクト ,-2.679311195106057,11
1,2,2,ミセスリリー,牝3,55.0,荻野極,上原佑,美浦,2022105000,01160,ワールドエース ,フレグラントブレス ,クロフネ ,-1.9741316774574138,9
2,2,3,カスバートテソーロ,牝3,55.0,中井,畠山,美浦,2022102263,01141,ゴールドアクター ,パテオドバテール Pateo Do Batel(伯) ,Shirocco ,-0.6863945578099105,3
3,3,4,サラサラヘアー,牝3,53.0,◇永島,前川,栗東,2022103463,01187,ゴールデンマンデラ ,シシャモムスメ ,バトルプラン Battle Plan(米) ,-2.3404439262722443,10
4,3,5,セラドピラール,牝3,55.0,丸山,稲垣,美浦,2022105179,01127,シュヴァルグラン ,ロカ ,ハービンジャー Harbinger(英) ,0.46892403608434924,1
5,4,6,クリップクロップ,牝3,55.0,小崎,高橋一,栗東,2022105331,01152,サトノダイヤモンド ,サイレントクロップ ,シンボリクリスエス ,-1.8178074699955284,7
6,4,7,ジュテパッセ,牝3,53.0,△長浜,林,美浦,2022105344,01214,ロードカナロア ,ザレマ ,ダンスインザダーク ,-3.0142705959097467,14
7,5,8,ノワスティエ,牝3,55.0,大野,飯田,栗東,2022105361,01096,ストロングリターン ,ジェルミナル ,アグネスタキオン ,-0.9654185263562591,5
8,5,9,ルージュキャルト,牝3,52.0,▲古川奈,矢作,栗東,2022102945,01190,Liam's Map ,アスタウンドメント Astoundment(米) ,Kitten's Joy (米) ,-2.818046922023402,13
9,6,10,クインズエクレア,牝3,55.0,丹内,加藤征,美浦,2022104536,01091,キズナ ,ケイアイエレガント ,キングカメハメハ ,-3.3323632962466854,15
10,6,11,ノンスタンダルド,牝3,55.0,戸崎圭,茶木,栗東,2022103511,05386,ナダル Nadal(米) ,クレーデリンテ ,ダイワメジャー ,-2.7487584543390273,12
11,7,12,スルーザナイト,牝3,55.0,北村友,西園翔,栗東,2022105053,01102,リアルインパクト ,マイティースルー ,クロフネ ,0.08404960355900527,2
12,7,13,ディザーヴユー,牝3,55.0,小沢,吉村,栗東,2022105729,01185,ナダル Nadal(米) ,リメンバーユー Remember You(愛) ,Invincible Spirit (愛) ,-1.9446190174621087,8
13,8,14,アットザホップ,牝3,52.0,▲石田,新開,美浦,2022105861,01203,サトノアラジン ,リンディーホップ ,ハーツクライ ,-0.8710377379849941,4
14,8,15,カワキタホクレア,牝3,53.0,◇今村,伊坂,美浦,2022100568,01193,サトノダイヤモンド ,カワキタラブポップ ,クロフネ ,-1.683939230827668,6
