,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ルミナスレイナ,牝3,55.0,吉田豊,菊沢,472(+4),美浦,2023100727,733,デクラレーションオブウォー,ヨウヨウ,マヤノトップガン,-1.3523975576135954,15,-0.2260585878370746,12,,9,40.5,45.1,42.0,13
1,1,2,ブレイブキトゥン,牝3,52.0,▲佐藤,尾形,440(+10),美浦,2023103078,1207,シルバーステート,エンチャンティングキトゥン,Kitten's Joy,-1.373156599959745,16,-0.2284357889483491,16,,15,39.0,43.4,41.2,16
2,2,3,セキテイリノ,牡3,57.0,ゴンサルベ,田中剛,472(0),美浦,2023103447,5675,サトノダイヤモンド,ステイアライヴ,Iffraaj,-0.0203251297576355,8,-0.0735176371036365,4,,3,56.3,57.8,56.4,4
3,2,4,ジュンヴィヴァン,牡3,57.0,木幡巧,伊坂,486(0),美浦,2023106770,1162,ジュンツバサ,ジュンクミチャン,ネオユニヴァース,-1.347763501413538,14,-0.2255279234950112,15,,16,39.4,42.7,41.5,15
4,3,5,シルフィー,牡3,57.0,大野,村田,426(+4),美浦,2023105043,1096,シルバーステート,リリカルモーメント,Unbridled's Song,1.246912538990183,2,0.0715988256003873,6,,7,54.5,46.4,49.1,6
5,3,6,カドドゥディエ,牝3,55.0,菊沢,西田,430(+8),美浦,2023100812,1161,クラウンレガーロ,マリノルシアーナ,エピファネイア,-0.2356768924899594,9,-0.0981784302725066,8,,6,52.4,46.8,48.2,8
6,4,7,ジュナベーラ,牝3,55.0,ルメール,木村,436(+2),美浦,2023106913,5339,スワーヴリチャード,エクセランフィーユ,Frankel,0.1555855864848376,6,-0.0533733961909881,2,,2,57.6,58.8,60.4,2
7,4,8,コスモヘリアンサス,牡3,57.0,柴田大,伊藤大,478(0),美浦,2023106419,1009,ウインブライト,アイノア,Blame,-0.9264298190342504,12,-0.1772793154297547,11,,12,42.6,44.6,43.8,11
8,5,9,ペプチドドリーム,牡3,57.0,丸山,松尾,466(0),美浦,2023100894,1127,ヘンリーバローズ,ペプチドブラッサム,キングカメハメハ,1.5787088611429556,1,0.1095941518098679,5,,10,55.9,45.1,49.0,7
9,5,10,クレアノア,牝3,55.0,戸崎圭,久保田,406(+4),美浦,2023107319,5386,アドマイヤマーズ,リリレフア,ロードカナロア,0.1201503768149525,7,-0.0574312240233554,1,,5,76.1,52.5,57.4,3
10,6,11,ムーングレイル,セ3,57.0,松山,森一,492(+2),美浦,2023102843,1126,ミッキーアイル,グレースグランド,アドマイヤムーン,-0.2994772133635964,10,-0.1054844606351555,7,,4,53.9,54.9,53.2,5
11,6,12,チャチャット,牝3,55.0,横山典,柄崎,412(+12),美浦,2023105572,660,レイデオロ,アドマイヤチャチャ,ディープインパクト,1.1807647455976469,3,0.0640239767543247,9,,11,49.2,45.0,47.3,9
12,7,13,ウインアプローチ,牡3,57.0,松岡,畠山,436(+2),美浦,2023105876,1085,ウインブライト,コスモアクセス,ロージズインメイ,0.412941377202508,5,-0.0239025534861242,3,,1,57.0,82.1,79.7,1
13,7,14,タケショウカイザー,牡3,57.0,丸田,奥村武,456(+2),美浦,2023100127,1117,ゴールドシップ,タケショウベスト,キングズベスト,0.4245933606937298,4,-0.0225682381722474,10,,14,45.7,44.2,46.9,10
14,8,15,タイセイネクサス,セ3,57.0,黛,古賀慎,430(0),美浦,2023105374,1109,キズナ,グレイトペイジ,Roderic O'Connor,-0.782950702138332,11,-0.1608489468972231,13,,13,40.3,44.3,42.2,12
15,8,16,フュチュール,牝3,55.0,杉原,嘉藤,426(+12),美浦,2023106417,1135,ウインブライト,マイネリベルタス,コンデュイット,-1.1044465129518,13,-0.1976647202836886,14,,8,39.7,46.2,41.6,14
