,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ウォータースパウト,牝3,55.0,国分恭,小笠,462(-4),美浦,2023105555,1124,ルヴァンスレーヴ,シネマソングス,ハーツクライ,-1.4298325721243383,13,-0.0140215476198475,7,,10,46.8,45.1,46.2,8
1,2,2,ティナンヴァランタ,牝3,55.0,古川吉,森一,446(-2),美浦,2023103771,1015,ニューイヤーズデイ,グルファクシー,ハービンジャー,0.7849585382712557,4,0.0,10,,12,46.0,44.7,46.6,7
2,3,3,アンミックス,牝3,55.0,斎藤,高柳大,446(0),栗東,2023106301,1178,パイロ,リリーホワイト,ヨハネスブルグ,0.7849585382712557,4,0.0,5,,4,49.3,49.5,47.7,5
3,3,4,サチノブーケ,牝3,52.0,▲和田陽,加藤公,406(-4),栗東,2023104421,1223,トビーズコーナー,アイアムネオ,ネオユニヴァース,0.7849585382712557,4,0.0,13,,14,43.0,44.6,44.9,13
4,4,5,ダリアフレイバー,牝3,53.0,△舟山,河嶋,404(+4),栗東,2023102197,1221,ルヴァンスレーヴ,ココナフレイバー,スウェプトオーヴァーボード,0.7849585382712557,4,0.0,8,,13,46.6,44.7,45.7,10
5,4,6,エーデルハイ,牝3,54.0,☆長浜,天間,442(-6),美浦,2023103047,1214,シャンハイボビー,ナムラジュエル,マーベラスサンデー,-0.8529301026957997,11,-0.0103692549006235,12,,11,43.2,45.1,45.0,12
6,5,7,コイタマチャン,牝3,55.0,武豊,宮本,486(-4),栗東,2023100652,666,シャンハイボビー,シャドウライフ,サクラバクシンオー,0.7849585382712557,4,0.0,4,,8,51.3,46.1,50.6,4
7,5,8,ギンケイ,牝3,55.0,横山琉,中川,468(0),美浦,2023103024,1192,ルヴァンスレーヴ,スターインパルス,サウスヴィグラス,0.7849585382712557,4,0.0,2,,3,56.1,56.0,55.5,2
8,6,9,キトゥンズラスター,牝3,55.0,小沢,橋口,420(+10),栗東,2023105282,1185,モーリス,クイーンズキトゥン,ディープインパクト,-0.8529301026957997,11,-0.0103692549006235,6,,9,47.8,45.3,45.8,9
9,6,10,ストリートクイーン,牝3,55.0,横山武,高橋一,454(+2),栗東,2023101091,1170,ルヴァンスレーヴ,ストリートキャット,アドマイヤムーン,-1.4298325721243383,13,-0.0140215476198475,3,,1,55.1,81.0,51.9,3
10,7,11,マーゴットクリュグ,牝3,55.0,松本,小林,460(+2),栗東,2023102909,1191,ゴールドドリーム,シャンパントパーズ,ワイルドラッシュ,0.7849585382712557,4,0.0,9,,7,46.4,46.1,47.3,6
11,7,12,サラサチャチャチャ,牝3,55.0,丹内,田中剛,462(-2),美浦,2023102581,1091,ダノンスマッシュ,スズカエンジェル,High Yield,0.7849585382712557,4,0.0,1,,2,81.6,59.4,83.0,1
12,8,13,ソルトバーン,牝3,51.0,★河原田,和田雄,430(+4),美浦,2023102163,1204,ノーブルミッション,ミスミズ,Mizzen Mast,-0.8529301026957997,11,-0.0103692549006235,14,,5,42.8,46.3,44.7,14
13,8,14,フローレスカラーズ,牝3,52.0,▲小林美,高木,442(+2),美浦,2023100731,1206,ダノンレジェンド,ウイニフレッド,スペシャルウィーク,-0.2402980541350707,9,-0.0064907629733172,11,,6,44.1,46.2,45.1,11
