,式別,馬番,配当,人気
0,単勝,3,520,3
1,複勝,3,230,3
2,複勝,6,430,6
3,複勝,12,200,2
4,枠連,3-5,4450,14
5,馬連,3-6,4820,14
6,ワイド,3-6,1210,13
7,ワイド,3-12,520,4
8,ワイド,6-12,1410,14
9,馬単,3→6,7700,23
10,3連複,3-6-12,9260,30
11,3連単,3→6→12,52330,146
